category,title_ar,title_en,slug,active_period,school
thinkers,آن ميستوفر,Ann Mithoefer,thk-amithoefer,2000,العلاج بمساعدة MDMA (MAPS)
thinkers,ألبرت مْنكوبِي,Albert Mn cube,thk-amncube,1995-2010,علم نفس الأوبونتو (Ubuntu)
thinkers,إيمي مورغان,Amy E. Morgan,thk-amy-morgan,2010,br-sport-psychology
thinkers,أرنه نيس,Arne Næss,thk-anaess,1973-2009,العلاج البيئي/الطبيعي
thinkers,أندرس إريكسون,Anders Ericsson,thk-andersericson,1985-2020,br-performance-psychology
thinkers,إيميلي بلاك,Emily Black,thk-andrew-barnes,2015,أسلوب إلمان في التنويم
thinkers,أندرو جونسون,Andrew Johnson,thk-andrew-johnson,2010,أسلوب إلمان في التنويم
thinkers,أندرو شنك,Andrew Schnack,thk-andrew-schnack,2010,br-discernment-counseling
thinkers,أنغوس ماكفارلن,Angus Hikairo Macfarlane,thk-angusmacfarlane,1980,Kaupapa Māori Psychology
thinkers,أنا أريتي,Anna A. Pert,thk-apert,2000,br-ddp
thinkers,أدريان راين,Adrian Raine,thk-araine,1982,br-aggression-treatment
thinkers,آرثر بيكر-ويدمان,Arthur Becker-Weidman,thk-arthurbeckerweidman,2000,العلاج التفاعلي النمائي الثنائي (DDP)
thinkers,ألان شولتز,Alan Schultz,thk-aschultz,1990,العلاج الاجتماعي (Social Therapy)
thinkers,آرثر شوهام,Arthur Shoham,thk-ashoham,1980-2010,br-brief-strategic-therapy
thinkers,[مؤسِّسو ISAP / IIJP / NIJA / Israel Society of Analytical Psychology],Founders of Israel Jungian associations,thk-aulanc,,مدرسة التحليل النفسي
thinkers,سري أوروبندو,Sri Aurobindo,thk-aurobindo,1910-1950,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,بالا جايسون,Bala Jaison,thk-bala-jaison,2005,التركيز (Focusing)
thinkers,بيرجيتّا ألاكارِ,Birgitta Alakare,thk-balakare,1984,الحوار المفتوح (Open Dialogue)
thinkers,باري كريمر,Barry S. Kramer,thk-barry-kramer,2010,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,برنت أتكينسون,Brent J. Atkinson,thk-batkinson,1985,العلاج الزوجي التعاوني (Collaborative Couple Therapy)
thinkers,بوني بادنوك,Bonnie Badenoch,thk-bbadenoch,2000,التكامل العصبي البيني شخصي (Interpersonal Neurobiology)
thinkers,غاستون بوييسن,Gaston Boyesen,thk-bboyesen,1970,PBSP (Pesso Boyden System Psychomotor)
thinkers,كارين بَد,Karen Budd,thk-bbundy,1995,br-pcit
thinkers,برنارد وايت,Bernard White,thk-bcwhite,1980-2010,br-dynamic-couples-family-therapy
thinkers,بيرنارد دانِفَر,Bernard Dannefer,thk-bdanner,1990,علم نفس الأوبونتو (Ubuntu)
thinkers,مايكل بينثال,Michael Benthall,thk-benthall,1990,الديانيتكس / السيانتولوجيا
thinkers,بِسِل فَن دِر كولك,Bessel van der Kolk,thk-besselvanderkolk,1980,الخبرة الجسدية (Somatic Experiencing)
thinkers,باربرا فريدريكسون,Barbara L. Fredrickson,thk-bfredrickson,1998,علم النفس الإيجابي (Seligman)
thinkers,بيل ماثيوز,Bill Matthews,thk-bill-matthews,2015,Discernment Counseling (الاستشارة التمييزية)
thinkers,بِنْيامين كوفمان,Benjamin Kaufman,thk-bkaufman,1970-1995,العلاج بالتحويل (Conversion Therapy)
thinkers,باري مالتزكي,Barry M. Maletzky,thk-bmaletzky,1980-2010,br-sotp
thinkers,براوليو مونتالفو,Braulio Montalvo,thk-bmontalvo,1965-2013,العلاج الأسري البنيوي
thinkers,بوب مور,Bob Moore,thk-bmoore,1971,EST / Landmark Forum
thinkers,بوب بيك,Bob Beck,thk-bobbeck,1980-2014,السيبرنتيكا النفسية (Psycho-Cybernetics)
thinkers,بيل أوهَنلون,Bill O'Hanlon,thk-bohanlon,1980,العلاج الزوجي التعاوني (Collaborative Couple Therapy)
thinkers,إيفان بوشورميني-ناجي,Ivan Boszormenyi-Nagy,thk-bosz,1960-2007,br-dynamic-couples-family-therapy
thinkers,برت باول,Bert Powell,thk-bpowell,1980,دائرة الأمان (Circle of Security)
thinkers,براين ألمان,Brian M. Alman,thk-brian-aleman,1985,أسلوب إلمان في التنويم
thinkers,بريان هيوز,Brian Hug,thk-brianhug,2012,العلاج التفاعلي النمائي الثنائي (DDP)
thinkers,برايان وايس,Brian L. Weiss,thk-brianweiss,1980,إعادة الولادة
thinkers,برنارد روزن,Bernard Rosen,thk-brosen,1985,MDFT (العلاج الأسري متعدد الأبعاد)
thinkers,باربرا روثباوم,Barbara Olasov Rothbaum,thk-brothaum,1995,br-vr-therapy
thinkers,بروس بيركنز,Bruce S. Perkins,thk-bruceperkins,2005,العلاج الحسي-الحركي (Sensorimotor Psychotherapy)
thinkers,بيرند رويغر,Bernd Rüger,thk-brueger,1990,العلاج الإيجابي عبر-الثقافي (Peseschkian)
thinkers,بِسِل فان دير كولك,Bessel A. van der Kolk,thk-bvdkolk,1984,علاج الصدمة العصبي
thinkers,بريندا فيدرهولد,Brenda K. Wiederhold,thk-bwiederhold,1998,br-vr-therapy
thinkers,كارين ألبريت,Karen Albright,thk-calbright,2000,Body-Mind Centering
thinkers,كامبيل پيرتون,Campbell Purton,thk-campbell-purton,2000,التركيز (Focusing)
thinkers,كارول أندرسون,Carol M. Anderson,thk-canderson,1980,br-psychoeducation
thinkers,تشارلز أنطاكي,Charles Antaki,thk-cantaki,1994,علم النفس الخطابي (Discursive Psychology)
thinkers,كارولين دالجليش,Carolyn Dalglish,thk-carolyn-dalglish,2012,br-discernment-counseling
thinkers,تشارلز بوردوين,Charles M. Borduin,thk-cborduin,1983,العلاج متعدد الأجهزة (MST)
thinkers,كريستين كالدويل,Christine Caldwell,thk-ccaldwell,1996,الجشطالت الجسدي (Naranjo)
thinkers,جيانفرانكو تشيكّين,Gianfranco Cecchin,thk-ccecchin,1975-2004,br-brief-strategic-therapy
thinkers,سي. ويست تشرتشمان,C. West Churchman,thk-cchurchman,1950-2004,النظرية العامة للأنظمة
thinkers,كارولين بيبي كوان,Carolyn Pape Cowan,thk-ccowan,1979-2015,PREP (برنامج تعزيز العلاقة والوقاية)
thinkers,كارمن دِل أورو,Carmen Dell'Oro,thk-cdello,1990-2015,الأنظمة اللغوية التعاونية
thinkers,كريس دِنْبَره,Chris Denborough,thk-cdenborough,1990,العلاج السردي (Narrative Therapy)
thinkers,سيسيل هيموان,Cecile Himawan,thk-cecilehimawan,2010,الأنساق الأسرية الداخلية (IFS)
thinkers,كولين غاريت,Colin Garrett,thk-cgarrett,2000,Thought Field Therapy (TFT)
thinkers,تشارلز جيربر,Charles Gerber,thk-cgerber2,1990-2010,الأنظمة اللغوية التعاونية
thinkers,تشارلز غروب,Charles S. Grob,thk-cgrob,1985,العلاج بمساعدة النفسانية
thinkers,كريستينا غروف,Christina Grof,thk-cgrof,1970,التنفس الهولوتروبي
thinkers,تشارلز غليسون,Charles Glisson,thk-charles-glisson,1990,br-mst
thinkers,تشارلز فولكنر,Charles Faulkner,thk-charlesfaulkner,1975,السيبرنتيكا النفسية (Psycho-Cybernetics)
thinkers,شيريل فيربيرن,Cheryl Fairbairn-Dunlop,thk-cherylfairbairn,1985,Te Whare Tapa Whā (نموذج)
thinkers,كلوي مادانيس,Cloe Madanes,thk-cloemadanes,1970,العلاج الأسري الاستراتيجي (بالي ألتو/MRI)
thinkers,كلوي مادانس,Cloé Madanes,thk-cmadanes,1975-2022,علاج التبعية-السلطة (SAR)
thinkers,كاثي مالكيودي,Cathy A. Malchiodi,thk-cmalchiodi,1980,العلاج بالفن
thinkers,تشاندرا موهانتاي,Chandra Talpade Mohanty,thk-cmohanty,1984,br-intersectional-feminist
thinkers,كوني ري أندرسون,Connie Rae Anderson,thk-connie-rae-anderson,2000,إعادة الولادة
thinkers,كريستوفر بيترسون,Christopher Peterson,thk-cpeterson,1988-2012,العلاج القائم على القوة (Strengths-Based)
thinkers,كارلو براتا,Carlo Prata,thk-cprata,1990-2015,العلاج الأسري الميلاني (Milan Systemic)
thinkers,كلايف روبنز,Clive Robbins,thk-crobbins,1962-2011,العلاج بالموسيقى
thinkers,كارل روجرز,Carl R. Rogers,thk-crogers,1940-1987,حركة اللقاء الجماعي
thinkers,تشارلز شيفر,Charles E. Schaefer,thk-cschaefer,1970,Filial Therapy (العلاج العلائقي الوالد-الطفل)
thinkers,كارلوس سلوزكي,Carlos E. Sluzki,thk-csluzki,1970,العلاج الأسري الاستراتيجي (MRI/Palo Alto)
thinkers,تشارلز سوكرايدِس,Charles W. Socarides,thk-csocarides,1960-2005,العلاج بالتحويل (Conversion Therapy)
thinkers,كارولين ويبستر-ستراتون,Carolyn Webster-Stratton,thk-cwebster-stratton,1980,br-pcit
thinkers,جون مارش,John Marsh,thk-cwhitaker-pt,2000,br-teacch
thinkers,كارل وايتيكر,Carl A. Whitaker,thk-cwhitaker,1946-1995,MDFT (العلاج الأسري متعدد الأبعاد)
thinkers,تشارلز زيناه,Charles H. Zeanah,thk-czeanah,1980,PCIT
thinkers,ديفيد أبرام,David Abram,thk-dabram,1996,العلاج البيئي/الطبيعي
thinkers,دان فيشر,Dan B. Fisher,thk-dan-fisher,1995,br-recovery-oriented
thinkers,ديب دانا,Deb Dana,thk-dana,2014,العلاج المستنير عصبيًا/بولفاغال
thinkers,دان براون,Dan Brown,thk-danbrown-ddp,2008,العلاج التفاعلي النمائي الثنائي (DDP)
thinkers,دانييل ليڤيسون,Danielle Levison,thk-daniellevision,1990,العلاج بالحركة والرقص
thinkers,ديفيد إرسغ,David Erceg,thk-david-erceg,2005,br-mst
thinkers,ديفيد فيلدمان,David B. Feldman,thk-david-feldman,2005,العلاج القائم على الأمل (Snyder)
thinkers,ديفيد كراوس,David A. Krauss,thk-david-krauss,1990,العلاج بالتصوير الضوئي
thinkers,ديفيد ريڤ,David P. Reeve,thk-david-reeve,2010,br-sport-psychology
thinkers,ديانا باومرند,Diana Baumrind,thk-dbaumrind,1966-2018,علم نفس الطفل
thinkers,ديبورا بيكر,Deborah R. Becker,thk-dbecker,1995,br-psychiatric-rehabilitation
thinkers,ديان بوييدن,Dianne Boyden-Pesso,thk-dboyden,1966,PBSP (Pesso Boyden System Psychomotor)
thinkers,دِنيس كامبل,Dennise Campbell,thk-dcamp,2000,الأنظمة اللغوية التعاونية
thinkers,دوروين كارت‌رَيت,Dorwin Cartwright,thk-dcartwright,1945-2008,الحقل الظاهراتي (Lewin)
thinkers,ديفيد تشامبرلين,David Chamberlain,thk-dchamberlain,1983-2016,الجشطالت الجسدي (Naranjo)
thinkers,داوسون تشيرش,Dawson Church,thk-dchurch,2005,Thought Field Therapy (TFT)
thinkers,دونالد أو. كليفتون,Donald O. Clifton,thk-dclifton,1950-2003,العلاج القائم على القوة (Strengths-Based)
thinkers,دانيال دايموند,Daniel J. Diamond,thk-ddiamond,2000,ABFT (العلاج الأسري المرتكز على التعلق)
thinkers,دوروثي دينرشتاين,Dorothy Dinnerstein,thk-ddinste,1976-1992,التحليل النفسي النسوي
thinkers,دبرا كريمر,Deborah K. Kremer,thk-deborah-kremer,2015,العلاج بالتصوير الضوئي
thinkers,ديپاك رامسوبك,Deepak Ramsubick,thk-deepak-ramsubeik,1980,علم النفس الفيدي (المستند إلى الفيد)
thinkers,دينيس ويتلي,Denis Waitley,thk-deniswaitley,1970,السيبرنتيكا النفسية (Psycho-Cybernetics)
thinkers,ديرالد وينغ سو,Derald Wing Sue,thk-deraldwing-sue,1972,الاستشارات متعددة الثقافات
thinkers,ديفيد فاينشتاين,David Feinstein,thk-dfeinstein,2000,Thought Field Therapy (TFT)
thinkers,فرانك غولدشتاين,Frank Goldstein,thk-dhanna,1980,br-psychoeducation
thinkers,دِنيس هوك,Dennis Fox,thk-dhook,1985-2010,علم النفس النقدي
thinkers,دون جاكسون,Don D. Jackson,thk-djackson,1963-1968,العلاج الأسري الاستراتيجي (Palo Alto/MRI)
thinkers,دانيال كانمان,Daniel Kahneman,thk-dkahneman,1974-2024,علم النفس
thinkers,دوغلاس كناب,Douglas Knab,thk-dknab,1990,br-psychoeducation
thinkers,دونغ ليو,Dong Liu,thk-dluo,2010,علم النفس الإيجابي الشرقي
thinkers,دونالد ميتشنباوم,Donald H. Meichenbaum,thk-dmeichenbaum,1969,العلاج المعرفي الكلاسيكي
thinkers,إيفا ميرسيكا,Eva Drewek-Mericka,thk-dmercieca,,البحث الظاهراتي
thinkers,كيم ميوزر,Kim T. Mueser,thk-dmueser,1985,br-psychoeducation
thinkers,دان أولِس,Dan Olweus,thk-dolweus,1970,علاج التنمر والعدوان
thinkers,دونالد أتكينسون,Donald R. Atkinson,thk-donaldatkinson,1970-2010,الاستشارات متعددة الثقافات
thinkers,ديفيد باركر,David Parker,thk-dparker,1995-2015,العلاج الاجتماعي (Social Therapy)
thinkers,ديان بويل هيلر,Diane Poole Heller,thk-dpooleheller,1999,العلاج المستنير عصبيًا/بولفاغال
thinkers,ديان رابين,Diane Baird Rabine,thk-drabin,2010,ABFT (العلاج الأسري المرتكز على التعلق)
thinkers,ديفيد ك. رينولدز,David K. Reynolds,thk-dreynolds,1976-2010,Constructive Living
thinkers,ديفيد سبيجل,David Spiegel,thk-dspiegel,1980,التنويم المعرفي
thinkers,ديفيد واليس,David Wallis,thk-dwallis,1990-2010,العلاج السردي (Narrative Therapy)
thinkers,دونغ-وي تشن,Dong-wei Chen,thk-dwchen,,البحث الظاهراتي
thinkers,إليزابيث ألين,Elizabeth S. Allen,thk-eallen,2000,PREP (برنامج تعزيز العلاقة والوقاية)
thinkers,دونالد باير,Donald M. Baer,thk-ebaer,1968-2001,br-aba-autism
thinkers,إرنا بلانش,Erna Imperatore Blanche,thk-eblanche,1970,br-sensory-integration
thinkers,إدوارد بوردين,Edward Bordin,thk-ebordin,1943-1981,علاج التبعية-السلطة (SAR)
thinkers,[مؤسِّسو رابطة ساندبلاي في أمريكا],Founders of Sandplay Therapists of America (STA),thk-ebosnak,,مدرسة التحليل النفسي
thinkers,إيما كول,Emma Cole,thk-ecolle,2010,العلاج الزوجي التعاوني (Collaborative Couple Therapy)
thinkers,إيميلي كونراد,Emilie Conrad,thk-econrad,1970-2014,Body-Mind Centering
thinkers,[مؤسِّسو AAPA / مُنظِّمو SCAP / SVAJ / SOMEJ / SCAJ],Founders of Latin American Jungian societies,thk-edsch,,مدرسة التحليل النفسي
thinkers,هيوغز إنغلهارت,H. Tristram Engelhardt Jr.,thk-eengelhardt,1970-2018,البحث الظاهراتي
thinkers,إدوارد فريدمان,Edward H. Friedman,thk-efriedman,1980,العلاج الأسري بالأنساق (بوين)
thinkers,إيميت هاتشنز,Emmett Hutchins,thk-ehutchins,1970-2010,الرولفينغ والتكامل الهيكلي
thinkers,إيفان إمبير-بلاك,Evan Imber-Black,thk-eimber,1990,br-dynamic-couples-family-therapy
thinkers,ستانلي كِلمان,Stanley Keleman,thk-ekeleman,1970-2018,PBSP (Pesso Boyden System Psychomotor)
thinkers,إرڤين لازلو,Ervin Laszlo,thk-e-laszlo,1966,النظرية العامة للأنظمة
thinkers,إيلينور كريزوستومو,Eleanor Crisostomo,thk-eleanor-crisostomo,2000,Sikolohiyang Pilipino (Filipino Psychology)
thinkers,إيلين ليفين,Ellen Levine,thk-elevine,1990,الفنون التعبيرية التعددية
thinkers,إلين ربيك,Elin Rbæk,thk-elin-rbaek,2000,فرق العكس العاكسة (Reflecting Teams)
thinkers,إليزابيث لوكاس,Elisabeth S. Lukas,thk-elukas,1972,br-logotherapy
thinkers,إيف مارودا,Evelyn Maroda,thk-emaroda,1998,العلاج العلائقي المجسد (ERT)
thinkers,إميل كوي,Émile Coué,thk-emilecoue,1910-1926,التنويم الذاتي
thinkers,روبرت إيمونز,Robert A. Emmons,thk-emmons,1990,علم النفس الإيجابي (Seligman)
thinkers,إرفينغ بولستر,Erving Polster,thk-epolster,1965-2019,علاج الجشطالت (Gestalt Therapy)
thinkers,إريك رايشيلت,Eric Reichelt,thk-ereichelt,1970,br-teacch
thinkers,إيرل إريكسون,Ernest Lawrence Rossi,thk-erickson-erl,1970-2009,التنويم الإريكسوني
thinkers,إريك پيرسون,Erik Pearson,thk-erikpearson,2005,br-restorative-justice
thinkers,إيلينور روش,Eleanor Rosch,thk-erosch,1973,br-embodied-cognition-therapy
thinkers,إدغار شين,Edgar H. Schein,thk-eschein,1956-2022,الحقل الظاهراتي (Lewin)
thinkers,إيفان تومسون,Evan Thompson,thk-ethompson,1990,br-embodied-cognition-therapy
thinkers,يوجين تيلور,Eugene Taylor,thk-eugenetaylor,1980-2018,العلاج بالخبرة/التجريبي
thinkers,إيفريت شوستروم,Everett L. Shostrom,thk-everettshostrom,1963-1992,علم النفس الإنساني
thinkers,إيفانجلين مانس,Evangeline Munns,thk-evmunns,1985,Theraplay (العلاج بالألعاب العلائقي)
thinkers,فريد برلين,Fred S. Berlin,thk-fberlin,1985,br-sotp
thinkers,فلورنس كاني,Florence Cane,thk-fcaine,1930-1952,العلاج بالفن
thinkers,فريد إيمري,Fred E. Emery,thk-femery,1955-1997,النظرية العامة للأنظمة
thinkers,فرانسيسكو غوتيريس,Francisco Gutiérrez,thk-fgutier,1975-2020,علم نفس التحرير (Liberation Psychology)
thinkers,فريغا هاوُغ,Frigga Haug,thk-fhaug,1980,علم النفس النقدي
thinkers,ف. كي. فو,F. K. Fu,thk-fkfu,1980,br-teacch
thinkers,فرانك ليك,Frank Lake,thk-flake,1950-1982,العلاج البدائي
thinkers,ماري كورنين,Mary E. Corrigan,thk-fmodestin,1990,br-psychiatric-vocational-rehab
thinkers,فريد بيسشكيان,Farid Peseschkian,thk-fpeseschkian,1990,العلاج الإيجابي عبر-الثقافي (Peseschkian)
thinkers,فرانك أندرسون,Frank G. Anderson,thk-frankanderson,2005,الأنساق الأسرية الداخلية (IFS)
thinkers,فريديريك ليونغ,Frederick T. L. Leong,thk-frederickleong,1990,الاستشارات متعددة الثقافات
thinkers,فريد فولكمار,Fred R. Volkmar,thk-fvolkmar,1985,العلاج التكاملي-النمائي (DIR/Floortime)
thinkers,جين أبيل,Gene G. Abel,thk-gabel,1975-2010,br-sotp
thinkers,جورج بَخ,George R. Bach,thk-gbach,1966-1986,حركة اللقاء الجماعي
thinkers,غاري بوند,Gary R. Bond,thk-gbond,1980,br-case-management
thinkers,جين كومبز,Gene Combs,thk-gcombs,1985,العلاج السردي (Narrative Therapy)
thinkers,جين إينيس,Gene Ennis,thk-gene-ennis,2015,br-recovery-oriented
thinkers,جورج إنغل,George L. Engel,thk-gengel,1953-1999,علم النفس الطبي النفسي
thinkers,جورج تومبسون,George Thompson,thk-george-thompson,2000,تحليل المعاملات (TA)
thinkers,غي. آي. غورجييف,G. I. Gurdjieff,thk-ggurdjieff,1912-1949,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,جيليان أبوت,Gillian Abbott,thk-gillian-abbott,2015,العلاج الديناميكي البيني القصير (DIT)
thinkers,غريغوري جوهانسون,Gregory Johanson,thk-gjohanson,1985,هاكومي (Hakomi)
thinkers,غاري لاندريث,Garry L. Landreth,thk-glandreth,1968,Filial Therapy (العلاج العلائقي الوالد-الطفل)
thinkers,جورج ليونارد,George Leonard,thk-gleonard,1966-2010,حركة اللقاء الجماعي
thinkers,غاري ميسيبوف,Gary B. Mesibov,thk-gmesibov,1972,br-teacch
thinkers,غيليس روز,Giles M. Rose,thk-grose,1985-2010,br-psychiatric-rehabilitation
thinkers,غيلي روزيليني,Gayle Rosellini,thk-groselli,1990,علاج إيماغو العلائقي (Imago)
thinkers,غاري شوارتز,Gary E. Schwartz,thk-gschwartz,1975,br-ai-chatbot-therapy
thinkers,جيفري شيبرد,Geoffrey Shepherd,thk-gshepherd,1980,br-case-management
thinkers,جونيل سيدِربلاد,Gunnel Cederblad,thk-gunnel-cederblad,1990,تحليل المعاملات (TA)
thinkers,غونتهارد فيبر,Gunthard Weber,thk-gweber,1985,تشكيلات الأسرة (Family Constellations)
thinkers,هاري أبونت,Harry J. Aponte,thk-haponte,1970,العلاج الأسري البنيوي
thinkers,هاري ستاك سوليفان,Harry Stack Sullivan,thk-harrystack-sullivan,1920-1949,الفرويدية الجديدة/التحليل البيني الثقافي
thinkers,هوارد بارباري,Howard E. Barbaree,thk-hbarbaree,1980-2015,br-sotp
thinkers,هانتر بومون,Hunter Beaumont,thk-hbeaumont,1995-2020,تشكيلات الأسرة (Family Constellations)
thinkers,هيبوليت برنهايم,Hippolyte Bernheim,thk-hbernheim,1882-1919,الماسمرية
thinkers,هارولد كراسيلنيك,Harold B. Crasilneck,thk-hcrsilneck,1955-2010,التنويم المعرفي
thinkers,دينا هيرشمان,Dina Wardi,thk-hershman,1985,العلاج الديناميكي البيني القصير (DIT)
thinkers,هنتر هوفمان,Hunter G. Hoffman,thk-hghoffman,2000,br-vr-therapy
thinkers,ف. هرتسوغ,F. Herzog,thk-hherzog,,البحث الظاهراتي
thinkers,هيلموت هوبر,Helmut Huber,thk-hhuber,1965-2005,مدرسة شولتز-هينكه الألمانية (Neo-Kraepelinian)
thinkers,هيروشي كاواشيما,Hiroshi Kawashima,thk-hkrystal,1975,علاج موريتا
thinkers,هانا كفياتكوفسكا,Hanna Yaxa Kwiatkowska,thk-hkwiatkowska,1956-1998,العلاج بالفن
thinkers,كريغ هندرسون,Craig E. Henderson,thk-hliddle-clin,2000,MDFT (العلاج الأسري متعدد الأبعاد)
thinkers,هيلين لاكيلي هانت,Helen LaKelly Hunt,thk-hlkelly,1980,علاج إيماغو العلائقي (Imago)
thinkers,إدموند هوسرل,Edmund Husserl,thk-hmhusserl,1900-1938,البحث الظاهراتي
thinkers,هاري بالمر,Harry Palmer,thk-hpalmer,1986,EST / Landmark Forum
thinkers,هربرت شليسنغر,Herbert Schlesinger,thk-hschlesinger,1965,التنويم التحليلي
thinkers,هنري ستيدمان,Henry J. Steadman,thk-hsteadman,1973-2010,br-therapeutic-risk-assessment
thinkers,هانس ستروب,Hans H. Strupp,thk-hstrupp,1955-2000,التحليل النفسي الدوري (Cyclical Psychodynamics)
thinkers,هربرت فاينر,Herbert Weiner,thk-hweiner,1970,علم النفس الطبي النفسي
thinkers,هارييت وايس,Harriet F. Weiss,thk-hweiss,1985,هاكومي (Hakomi)
thinkers,إرفنغ بيبر,Irving Bieber,thk-ibieber,1962-1985,العلاج بالتحويل (Conversion Therapy)
thinkers,شيرلي إِيبِرغ,Sheila M. Eyberg,thk-ieyberg,1980,PCIT
thinkers,إيزادور فروم,Isadore From,thk-ifrom,1965-2010,علاج الجشطالت (Gestalt Therapy)
thinkers,إيلانا روبنفِلد,Ilana Rubenfeld,thk-irubenfeld,1975-2019,الجشطالت الجسدي (Naranjo)
thinkers,إيرفين يالوم,Irvin D. Yalom,thk-irvinyalom,1962,المدرسة الوجودية
thinkers,[جمعية ISAP / إيلينا/آنا فاي-قاردنر],ISAP Zurich founders and senior figures,thk-isap,,مدرسة التحليل النفسي
thinkers,بي. كيه. إس. آيَنغَر,B. K. S. Iyengar,thk-iyengar,1936-2014,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,جاكلين أستنغتون,Jacqueline A. Astington,thk-jacqueline-astington,2010,تحليل المعاملات (TA)
thinkers,جاكلين پيرت,Jacqueline Peart,thk-jacqueline-peart,2010,br-restorative-justice
thinkers,جاكلين تورتوريلا,Jacqueline Tortorella,thk-jacqueline-tortorella,2018,العلاج الزوجي المرتكز على الانفعال (EFT)
thinkers,جاكلين فارنر,Jacqueline M. Varner,thk-jacqueline-varner,2010,br-sport-psychology
thinkers,جانيت أدلر,Janet Adler,thk-jadler,1980,الحركة الأصيلة
thinkers,نوربلز إيفانز-هيل,Nobles Evans-Hill,thk-jakhan,1972,علم النفس المتمركز حول أفريقيا
thinkers,جيمس بيرمان,James S. Berman,thk-james-berman,2010,العلاج الزوجي المرتكز على الانفعال (EFT)
thinkers,جيمس غومپرت,James Gumpert,thk-james-gumpert,2010,العلاج القائم على الأمل (Snyder)
thinkers,جانيت هيلمز,Janet E. Helms,thk-janethelms,1984,الاستشارات متعددة الثقافات
thinkers,جانيس ويليامز,Janice Williams,thk-janicewilliams,2005,Te Whare Tapa Whā (نموذج)
thinkers,جارلينا وايت,Jarlena White,thk-jarlena-white,2010,فرق العكس العاكسة (Reflecting Teams)
thinkers,جاي إيرلي,Jay Earley,thk-jayearly,1995,الأنساق الأسرية الداخلية (IFS)
thinkers,جون بانمن,John Banmen,thk-jbanmen,1975,نموذج ساتير للنمو
thinkers,جون بايلين,Jon Baylin,thk-jbaylin,1990,br-ddp
thinkers,جوديث بِك,Judith S. Beck,thk-jbeck,1985,العلاج المعرفي الكلاسيكي
thinkers,جوناثان بِكر,Jonathan Becker,thk-jbeker,2000,DDP (العلاج التفاعلي النمائي الثنائي)
thinkers,جيسيكا بنيامين,Jessica Benjamin,thk-jbenjamin,1988,التحليل النفسي النسوي
thinkers,ستيفن بيكو النفسي,Steve Biko (Psychological Reading),thk-jbiko,1970-1977,علم نفس الأوبونتو (Ubuntu)
thinkers,جين بيكر ميلر,Jean Baker Miller,thk-jbmiller,1976-2006,العلاج النفسي النسوي
thinkers,كاثلين براون,Kathleen Brown,thk-jbrowne,2000,العلاج بالكتابة/الكتابة التعبيرية
thinkers,ديفيد بيرنز,David D. Burns,thk-jburns,1980,العلاج المعرفي الكلاسيكي
thinkers,جوليا كاميرون,Julia Cameron,thk-jcameron,1992,العلاج بالكتابة/الكتابة التعبيرية
thinkers,جون سي. غيبز,John C. Gibbs,thk-jcgibbs,1979,br-aggression-treatment
thinkers,جون تشارلز,John Charles,thk-jchales,2000,CBCT (العلاج الزوجي المعرفي-السلوكي)
thinkers,جودي تشامبرلين,Judi Chamberlin,thk-jchamberlin,1975-2010,br-peer-support
