category,title_ar,title_en,slug,active_period,school,status,note
thinkers,باتريتسيا بالارو,Patrizia Pallaro,thk-ppallaro,1985,الحركة الأصيلة,VERIFIED,"Confirmed real: Patrizia Pallaro, editor of the Authentic Movement essay collections (with Whitehouse, Adler, Chodorow). Matches."
thinkers,بيغي باب,Peggy Papp,thk-ppapp,1970,العلاج الأسري الاستراتيجي (MRI/Palo Alto),VERIFIED,"Confirmed real: Peggy Papp (1923-2021), American family therapist, Ackerman Institute, strategic/systemic family therapy pioneer. Matches."
thinkers,بيغي بِن,Peggy Penn,thk-ppenn,1985-2010,الأنظمة اللغوية التعاونية,VERIFIED,"Confirmed real: Peggy Penn, family therapist at the Ackerman Institute, associated with Milan systemic and collaborative/narrative approaches. Matches."
thinkers,باتريسيا رِدجوِي,Patricia Ridgway,thk-pridgway,1985-2010,br-psychiatric-rehabilitation,VERIFIED,"Confirmed real figure in psychiatric rehabilitation/recovery research, BUT the correct first name is 'Priscilla Ridgway', not 'Patricia Ridgway' -- recommend correcting the Arabic/English name."
thinkers,بيتر سليد,Peter Slade,thk-pslade,1954-2004,علاج الدراما,VERIFIED,"Confirmed real: Peter Slade (1912-2004), pioneer of dramatherapy in the UK. Matches (active period reasonably aligned with his 1930s-2004 career/death)."
thinkers,بيار تيار دي شاردان,Pierre Teilhard de Chardin,thk-pteilhard,1920-1955,علم النفس التكاملي (Integral),VERIFIED,"Confirmed real: Pierre Teilhard de Chardin (1881-1955), French Jesuit paleontologist/philosopher, influential in integral/evolutionary spiritual psychology. Matches."
thinkers,ماركيز دي بويزيغور,Marquis de Puységur,thk-puysgur,1784-1825,الماسمرية,VERIFIED,"Confirmed real: Marquis de Puységur, key figure in the history of animal magnetism/mesmerism, discovered magnetic somnambulism in 1784. Matches."
thinkers,راسل أكوف,Russell L. Ackoff,thk-rackoff,1953-2009,النظرية العامة للأنظمة,VERIFIED,"Russell L. Ackoff (1919-2009) is a well-documented systems theorist/organizational theorist; general systems theory field matches. (Search tool intermittently failed on this query; verification based on high-confidence background knowledge plus partial successful context from adjacent searches.)"
thinkers,رافائيل إيدث,Rafaeli Eyth,thk-rafaeli-eyth,2000,br-performance-psychology,UNCERTAIN,"Searched but found no evidence of a 'Rafaeli Eyth' in performance psychology. Found only an unrelated real psychologist, Eshkol Rafaeli (schema therapy, Bar-Ilan University), which does not match the name or the stated field."
thinkers,راندي ستابلر,Randy Stabler,thk-randystabler,2010,br-mst,UNCERTAIN,"Searched but found no evidence of a 'Randy Stabler' associated with Multisystemic Therapy (MST) or any psychology field."
thinkers,ريتشارد بَندلر,Richard Bandler,thk-rbandler,1975,NLP النظامي,VERIFIED,"Confirmed real: Richard Bandler, co-founder (with John Grinder) of Neuro-Linguistic Programming, starting 1975. Matches."
thinkers,راسِل باركلي,Russell A. Barkley,thk-rbarkley,1977,br-pcit,VERIFIED,"Confirmed real: Russell A. Barkley, PhD, internationally recognized ADHD authority, licensed psychologist since 1977, known for parent training programs. Matches (br-pcit label is reasonably related to his parent-training work, though he is not the originator of PCIT specifically)."
thinkers,روبرت باور,Robert Bauer,thk-rbauer,1980-2010,السيكودراما والسوسيومتري,UNCERTAIN,"Searched but could not confirm a distinct, notable 'Robert Bauer' figure in psychodrama/sociometry. Found only scattered, ambiguous references (e.g., a 'Bauer' cited for genosociograms) insufficient to verify identity."
thinkers,رولاندو بنِنسون,Rolando Benenzon,thk-rbenenzon,1965-2021,العلاج بالموسيقى,VERIFIED,"Confirmed real: Rolando O. Benenzon (b.1939), Argentine psychiatrist/musician, founder of the Benenzon Model of Music Therapy and first president of the World Federation of Music Therapy. Matches."
thinkers,راندي بوروم,Randy Borum,thk-rborum,1996,br-therapeutic-risk-assessment,VERIFIED,"Confirmed real: Randy Borum, PhD, leading researcher in threat/risk assessment (targeted violence, extremism), widely published since the late 1990s. Matches."
thinkers,راشيل كارسون,Rachel Carson,thk-rcarson,1962-1964,العلاج البيئي/الطبيعي,VERIFIED,"Confirmed real: Rachel Carson, author of Silent Spring (1962), foundational influence on ecopsychology/nature-based therapy movements, though she was an environmental writer/marine biologist rather than a psychologist herself."
thinkers,شارون سيرماك,Sharon A. Cermak,thk-rcermak,1975,التكامل الحسي (Sensory Integration),VERIFIED,"Confirmed real: Sharon A. Cermak, EdD, OTR/L, USC occupational therapy researcher, prominent in sensory integration/processing research. Matches."
thinkers,روبرت ديلتس,Robert Dilts,thk-rdilts,1975,NLP النظامي,VERIFIED,"Confirmed real: Robert Dilts, major developer/trainer in NLP since its 1975 founding, co-developer of Logical Levels of Change. Matches."
thinkers,روبرت دريك,Robert E. Drake,thk-rdrake,1980,br-case-management,VERIFIED,"Confirmed real: Robert E. Drake, MD, PhD, Dartmouth psychiatric researcher, prominent in case management/integrated treatment/IPS supported employment for severe mental illness. Matches."
thinkers,فيلهلم رايخ,Wilhelm Reich,thk-reich,1923-1957,PBSP (Pesso Boyden System Psychomotor),VERIFIED,"Wilhelm Reich (1897-1957) is a real, major psychoanalyst and founder of body psychotherapy/character analysis. HOWEVER the school label 'PBSP' is incorrect: Pesso Boyden System Psychomotor was developed by Albert Pesso and Diane Boyden-Pesso, not Reich. Recommend correcting the school field to body psychotherapy/orgone therapy/character analysis."
thinkers,ريتشارد فيش,Richard Fisch,thk-rfisch,1960-2011,العلاج الأسري الاستراتيجي (MRI/Palo Alto),VERIFIED,"Confirmed real: Richard Fisch (1926-2011), psychiatrist, co-founder of the MRI Brief Therapy Center in Palo Alto. Matches."
thinkers,رويلا فرانك,Ruella Frank,thk-rfrank,1990,الجشطالت الجسدي (Naranjo),VERIFIED,"Confirmed real: Ruella Frank, PhD, founder/director of the Center for Somatic Studies, developer of Developmental Somatic Psychotherapy within a Gestalt framework. Matches (though her work is more directly linked to Gestalt/somatic psychotherapy generally than specifically to Naranjo)."
thinkers,ر. كارل هانسون,R. Karl Hanson,thk-rhanson,1990,br-sotp,VERIFIED,"Confirmed real: R. Karl Hanson, PhD, leading researcher in sex offender risk assessment (Static-99, meta-analyses of recidivism). Matches."
thinkers,رفة حسن,Riffat Hassan,thk-rhassan,1980-2020,علم النفس الإسلامي/العلاج النفسي الصوفي,VERIFIED,"Confirmed real: Riffat Hassan (b.1943), Pakistani-American theologian, leading Islamic feminist scholar of the Qur'an, Professor Emerita of Religious Studies. Note: her primary field is Islamic feminist theology rather than clinical/Sufi psychotherapy specifically, but the entry is broadly accurate."
thinkers,راندي هوتون,Randy Hooton,thk-rhooton,1970,العلاج البدائي,UNCERTAIN,"Searched but found no evidence of a 'Randy Hooton' associated with primal therapy (Arthur Janov's field) or any psychology-related work."
thinkers,ريك ليفي,Rick A. Levy,thk-rick-levy,2015,PCIT (العلاج التفاعلي بين الوالد والطفل),UNCERTAIN,"Searched but found only Psychology Today directory listings for a practicing psychologist named Rick Levy who offers PCIT among other services -- no evidence he is a notable/founding figure in PCIT (which was developed by Sheila Eyberg). Could not confirm significance for inclusion."
thinkers,راماكريشنا نارايان,R. K. Narayan,thk-rk-narayan,1980,علم النفس الفيدي (المستند إلى الفيد),UNCERTAIN,"Searched but found only R. K. Narayan (1906-2001), the famous Indian novelist (Malgudi novels), with no connection to Vedic psychology found in any source. This entry appears to be a name/field mismatch or fabrication."
thinkers,روبرت كلارك,Robert M. Clark,thk-rkeller,1980,br-interpersonal-neurobiology,UNCERTAIN,"Searched but could not confirm a distinct, notable 'Robert M. Clark' figure in interpersonal neurobiology. Search results returned multiple unrelated people named Robert Clark (memory researcher, geroscience physician, counselor, provost) none clearly matching this entry."
thinkers,[مؤسِّسو AJA / BJAA / SAP / IGAP / GAP],Founders of UK Jungian associations,thk-rklenck,,مدرسة التحليل النفسي,VERIFIED,"Confirmed real: these are genuine UK Jungian analytic organizations (Association of Jungian Analysts, Society of Analytical Psychology, Independent Group of Analytical Psychologists, Guild of Analytical Psychologists), founded by figures including Gerhard Adler, Michael Fordham, and others. Entry represents a group/concept rather than one individual, consistent with the title given."
thinkers,روبرت ليفنسون,Robert W. Levenson,thk-rlevenson,1976,طريقة غوتمان الزوجية,VERIFIED,"Confirmed real: Robert W. Levenson, UC Berkeley psychologist, longtime collaborator with John Gottman on marital interaction/emotion physiology research. Matches."
thinkers,ريزما ميناكم,Resmaa Menakem,thk-rmenakem,2015,العلاج المستنير عصبيًا/بولفاغال,VERIFIED,"Confirmed real: Resmaa Menakem, therapist/author, creator of Somatic Abolitionism, known for work on racialized trauma and polyvagal-informed body-centered healing. Matches."
thinkers,روبرت موشارك,Robert Mosak,thk-rmosak,1970,br-teacch,UNCERTAIN,"Searched but found no 'Robert Mosak'. Instead found Harold Mosak (1921-2018), a real, prominent Adlerian psychologist -- unrelated to TEACCH (the autism program founded by Eric Schopler). Likely name and field mismatch/error."
thinkers,رالف ميتزner,Ralph Metzner,thk-rmritchie,1964-2019,التنفس الهولوتروبي,VERIFIED,"Confirmed real: Ralph Metzner (1936-2019), German-born American psychologist, key figure in 1960s Harvard psychedelic research and later in consciousness studies. Active period matches his lifespan/career."
