category,title_ar,title_en,slug,active_period,school,status,note
thinkers,ميتشيو ميزونو,Michio Mizuno,thk-michio-mizuno,1960,علاج نايكان,UNCERTAIN,No confirmation; founder is Ishin Yoshimoto
thinkers,ماري هيلين إيموردينو-يانغ,Mary Helen Immordino-Yang,thk-mimordino-yang,2005-present,br-affective-neuroscience-informed,VERIFIED,Confirmed USC affective neuroscience professor
thinkers,لي مينغ شنغ,Li Mingsheng,thk-mingshengli,2010,الطاوية المعرفية,UNCERTAIN,No confirmation
thinkers,مينو بولين,Mino Paulin,thk-minopaulin,2000,العلاج الحسي-الحركي,UNCERTAIN,No confirmation
thinkers,مين سونغ-كيل,Sung Kil Min,thk-minsungkil,1977-2010,علاج الهوابيونغ,VERIFIED,Confirmed hwabyung researcher
thinkers,ماثيو جونسون,Matthew W. Johnson,thk-mjohnson,2004-2025,العلاج بمساعدة psilocybin,VERIFIED,Confirmed Johns Hopkins psilocybin researcher
thinkers,مارك كيرن,Marc Kern,thk-mkern,2010,علاج التبعية-السلطة (SAR),VERIFIED,Confirmed real addiction clinician
thinkers,مايكل كير,Michael E. Kerr,thk-mkerr,1975-2020,العلاج الأسري السياقي متعدد الأجيال,VERIFIED,Confirmed Bowen Center director emeritus
thinkers,نورمان إبستين,Norman Epstein,thk-nbepstein,1990-2024,CBCT (العلاج الزوجي المعرفي-السلوكي),VERIFIED,Confirmed CBCT co-founder
thinkers,نوربيرتو بوستوس,Norberto Bustos,thk-nbustos,1975-2010,السيكودراما والسوسيومتري,UNCERTAIN,No record found
thinkers,نعوم تشومسكي,Noam Chomsky,thk-nchomsky,1957-,علم النفس,UNCERTAIN,Real but field label mismatch (linguistics not psychology)
thinkers,ناتالي غولدبرغ,Natalie Goldberg,thk-ngoldberg,1986-present,العلاج بالكتابة/الكتابة التعبيرية,VERIFIED,Confirmed writing-practice author
thinkers,نيكول تول,Nicole Toole,thk-nicotole,2010,تقنيات الحرية الانفعالية (EFT),UNCERTAIN,No confirmation
thinkers,نانا إيوسيبا,Nana Iosepa,thk-niosepa,1970-2000,Ho'oponopono (هاواي),UNCERTAIN,No record; likely fabricated
thinkers,نيخيل خانا,Nikhil Khanna,thk-nkhanna,2012,علم النفس الإيجابي الشرقي,UNCERTAIN,No confirmation
thinkers,ناثانئيل لِرمان,Nathaniel Lehrman,thk-nlehrman,1960-2010,العلاج بالتحويل (Conversion Therapy),UNCERTAIN,Budget exhausted before check
thinkers,نْيلسون مَغَنْي,N. Chabani Manganyi,thk-nmanganyi,1973,علم نفس الأوبونتو (Ubuntu),UNCERTAIN,Budget exhausted before check
thinkers,ناتالي روجرز,Natalie Rogers,thk-nrogers,1975-2015,الفنون التعبيرية التعددية,UNCERTAIN,Budget exhausted before check
thinkers,نوبو واتانابي,Nobuo Watanabe,thk-nwatanabe,1990,علاج موريتا,UNCERTAIN,Budget exhausted before check
thinkers,أولغا سيلفرشتاين,Olga Silverstein,thk-osilver,1970-2005,br-dynamic-couples-family-therapy,UNCERTAIN,Budget exhausted before check
thinkers,بابارانغي ريد,Papaarangi Reid,thk-papaarangireid,1995,Kaupapa Māori Psychology,UNCERTAIN,Budget exhausted before check
thinkers,بول أبلباوم,Paul S. Appelbaum,thk-pappelbaum,1977,br-therapeutic-risk-assessment,UNCERTAIN,Budget exhausted before check
thinkers,بارك جونغ-إيك,Park Jong-Ik,thk-parkjongik,1990,علاج الهوابيونغ (Hwabyung),UNCERTAIN,Budget exhausted before check
thinkers,بات ديغان,Patricia E. Deegan,thk-patdeegan,1990,br-recovery-oriented,DUPLICATE,Duplicate of thk-pdeegan
thinkers,باتريس دي ماركو,Patrice De Marco,thk-patrice-de-marco,2005,التنويم الذاتي,UNCERTAIN,Budget exhausted before check
thinkers,بول ثورن,Paul Thorne,thk-paul-thorne,2010,إعادة الولادة,UNCERTAIN,Budget exhausted before check
thinkers,بول جي. توماس,Paul G. Thomas,thk-paulgthomas,1990,السيبرنتيكا النفسية,UNCERTAIN,Likely confusion with Maxwell Maltz
thinkers,بول هولمز,Paul Holmes,thk-paulholmes,1980,السيكودراما والسوسيومتري,UNCERTAIN,Budget exhausted before check
thinkers,فيلس بوث,Phyllis B. Booth,thk-pbooth,1970,Theraplay,UNCERTAIN,Budget exhausted before check
thinkers,بولا كابلان,Paula J. Caplan,thk-pcaplan,1985,العلاج النفسي النسوي,UNCERTAIN,Budget exhausted before check
thinkers,بيما تشُدرُن,Pema Chödrön,thk-pchodron,1984,العلاج النفسي التأملي,UNCERTAIN,Real but field label needs correction
thinkers,باتريشيا ديجان,Patricia Deegan,thk-pdeegan,1990,br-peer-support,DUPLICATE,Duplicate of thk-patdeegan
thinkers,بيغ پيندر,Peg Pendry,thk-peg-pender,2010,فرق العكس العاكسة,UNCERTAIN,Budget exhausted before check
thinkers,بيكا يوكينن,Pekka Jokinen,thk-pekkajokinen,1990,الحوار المفتوح,UNCERTAIN,Budget exhausted before check
thinkers,بينيلوبي إيست,Penelope East,thk-penelopeeast,1980-2010,تقنية ألكسندر,UNCERTAIN,Budget exhausted before check
thinkers,بيني لويس,Penny Lewis,thk-penny-lewis,1980,العلاج بالحركة والرقص,UNCERTAIN,Budget exhausted before check
thinkers,محمد خليفة,Muhammad Khalifa,thk-mkhalifa,2000,علم النفس الإيجابي الإسلامي,UNCERTAIN,No documented individual found; likely fabricated
thinkers,ميليسا كينغ,Melissa King,thk-mking,2005,Ho'oponopono (هاواي),UNCERTAIN,No documented person found; likely fabricated
thinkers,مايكل ميثوفير,Michael C. Mithoefer,thk-mmithoefer,2000-2023,العلاج النفسي بمساعدة MDMA,VERIFIED,Confirmed MAPS lead clinical investigator
thinkers,مارغريت نومبورغ,Margaret Naumburg,thk-mnaumburg,1890-1983,العلاج بالفن,VERIFIED,Confirmed US art therapy pioneer
thinkers,مايكل نيكولز,Michael P. Nichols,thk-mnichols,1973-2010s,العلاج الأسري البنيوي,VERIFIED,Confirmed structural family therapy author
thinkers,يعقوب ليفي مورينو,Jacob Levy Moreno,thk-moreno,1921-1974,السيكودراما والسوسيومتري,VERIFIED,Confirmed founder of psychodrama
thinkers,مارتن أورن,Martin T. Orne,thk-morne,1960-2000,التنويم العلاجي السريري,VERIFIED,Confirmed hypnosis researcher
thinkers,مالكولم بارلِت,Malcolm Parlett,thk-mparlett,1978-present,نظرية المجال في علاج الجشطالت,VERIFIED,Confirmed Gestalt field theory figure
thinkers,مرييام بولستر,Miriam Polster,thk-mpolster,1965-2001,علاج الجشطالت,VERIFIED,Confirmed Gestalt Training Center co-founder
thinkers,مويبِنغ ديزموند ماغوناو رَموسي,Mogobe B. Ramose,thk-mramose,1983-2020s,علم نفس/فلسفة الأوبونتو,VERIFIED,Confirmed Ubuntu philosopher
thinkers,مارجوري راند,Marjorie L. Rand,thk-mrand,1975-2010s,IBP,VERIFIED,Confirmed IBP co-founder
thinkers,ماتيو ريكار,Matthieu Ricard,thk-mricard,1989-present,العلاج النفسي التأملي,VERIFIED,Confirmed contemplative science figure
thinkers,إدموند رولز,Edmund T. Rolls,thk-mrolls,1970s-present,br-affective-neuroscience-informed,VERIFIED,Confirmed affective neuroscience figure
thinkers,مارك روتشرِي,Mark Rothery,thk-mrothery,1992-2010,العلاج الاجتماعي (Social Therapy),UNCERTAIN,No confirmation found
thinkers,ميليسا رولاند,Melisa D. Rowland,thk-mrowland,2000-2010s,العلاج متعدد الأجهزة (MST),VERIFIED,Confirmed MST Services co-founder
thinkers,مارغريت شوارز,Margaret Schwarz,thk-mschwarz,1980-2010,النظرية العامة للأنظمة,UNCERTAIN,No confirmation; likely fabricated
thinkers,مارا سيلفيني بالاتسولي,Mara Selvini Palazzoli,thk-mselvini,1971-1999,العلاج الأسري الميلاني,VERIFIED,Confirmed Milan systemic founder
thinkers,ماريون سولومون,Marion F. Solomon,thk-msolomon,1980-present,br-interpersonal-neurobiology,VERIFIED,Confirmed IPNB contributor
thinkers,موشيه تالمون,Moshe Talmon,thk-mtalmon,1985-2010,br-single-session-therapy,VERIFIED,Confirmed SST book author
thinkers,نيك توتون,Nick Totton,thk-mtotton,1995-present,العلاج العلائقي المجسد (ERT),VERIFIED,Name corrected from Mark to Nick Totton
thinkers,ماتيو سيلفيني,Matteo Selvini,thk-mtselvini,1990-present,br-brief-strategic-therapy,VERIFIED,Confirmed Milan approach continuator
thinkers,ماكس فان مانن,Max van Manen,thk-mvanmanen,1984-present,البحث الظاهراتي,VERIFIED,Confirmed phenomenological researcher
thinkers,ميلتون فيدرمان,Milton Viederman,thk-mviederman,1970-2000s,الطب النفسي الجسدي والتحليل النفسي,VERIFIED,Confirmed Weill Cornell psychiatrist
thinkers,مارغريت ويذَرِيل,Margaret Wetherell,thk-mwetherell,1987-2011,علم النفس الخطابي,VERIFIED,Confirmed discursive psychology co-developer
thinkers,مونتروس وولف,Montrose M. Wolf,thk-mwolf,1963-2004,br-aba-autism,VERIFIED,Confirmed ABA pioneer
thinkers,مارك ووردن,Mark Worden,thk-mworden,1995,علاج إيماغو العلائقي,UNCERTAIN,No confirmation found
thinkers,مون يوِن,Mon Mon Yuen,thk-myuen,1995,العلاج السردي,UNCERTAIN,No confirmation found
thinkers,نانسي هارنِس,Nancy Harness,thk-nancy-harness,1995,br-restorative-justice,UNCERTAIN,No confirmation found
thinkers,ماريا روساريو ألفيلور,Ma. Rosario Alfelor,thk-ma-rosario-alfelor,2005,Sikolohiyang Pilipino (Filipino Psychology),UNCERTAIN,"Searched but not found. Sikolohiyang Pilipino field and its founder (Virgilio Enriquez) are well documented, but no source confirms a specific figure named 'Ma. Rosario Alfelor' as a documented theorist/practitioner in that field."
thinkers,مادلين ساندبرغ,Madeleine Sandberg,thk-madeleine-sandberg,2010,التركيز (Focusing),VERIFIED,"Found on focusing.org (The Focusing Institute) as a presenter at the Third Felt Sense Conference; described as running an online private psychotherapy practice, currently in Calgary, Canada. Matches the Focusing school. Biographical/date details beyond this could not be independently corroborated."
thinkers,مهارشي ماهيش يوغي,Maharishi Mahesh Yogi,thk-maharishi,1955-2008,علم النفس الأيورفيدي/الهندي التقليدي,VERIFIED,"Real, extensively documented. Born Mahesh Prasad Varma (birth year debated, commonly cited 1917 or 1918; Wikipedia notes 12 Jan 1911?), died 5 Feb 2008. Founder of Transcendental Meditation, began teaching mid-1950s. active_period 1955-2008 is accurate and well supported."
thinkers,ماريان ماهونِي,Marian J. Mahoney,thk-mahoney,1990,Filial Therapy (العلاج العلائقي الوالد-الطفل),UNCERTAIN,Searched but not found. Filial Therapy's documented founders/leading figures are Bernard and Louise Guerney; no source found for a 'Marian J. Mahoney' associated with Filial Therapy.
thinkers,ماورو أندولفي,Mauro Andolfi,thk-mandolfi,1980,العلاج الأسري الميلاني (Milan Systemic),VERIFIED,"Real person, but name appears to be a transliteration/typo: the actual internationally known family therapist is Maurizio Andolfi, MD (b. 1942), a founding figure of Italian relational/family therapy (not strictly the 'Milan school' proper, though closely associated with Italian systemic family therapy history). Recommend correcting title_en to 'Maurizio Andolfi'."
thinkers,مارسيا ماركس,Marcia B. Marx,thk-marciamarx,1990,السيكودراما والسوسيومتري (Moreno),UNCERTAIN,"Searched but not found. No source located for 'Marcia B. Marx' in psychodrama/sociometry literature. Note: a well-known psychodrama figure with a similar first name is Marcia Karp (interviewer of Zerka Moreno), but no evidence links her to the surname 'Marx' or that this is the same person."
thinkers,مارغريت بلوستين,Margaret Bluestein,thk-margaret-bluestein,2010,الأنساق الأسرية الداخلية (IFS),UNCERTAIN,"Searched but not found. No IFS-related source (IFS Institute directory, articles, trainer listings) surfaced a 'Margaret Bluestein'."
thinkers,مارغريت بودكن,Margaret L. Bodkin,thk-margaretbodkin,1990,العلاج بالخبرة/التجريبي,UNCERTAIN,"Searched but not found. Results returned several unrelated people named Bodkin (clinical psychologists Lauren/Gabbie/Katherine Bodkin, an obituary for a Margaret J. Bodkin) but none tied to experiential therapy."
thinkers,ماريان كركمار,Marian Krcmar,thk-marian-krcmar,2010,br-performance-psychology,UNCERTAIN,"Likely name typo. The documented scholar is Marina Krcmar (PhD, University of Wisconsin-Madison), Professor of Communication at Wake Forest University, researching children/adolescents' media use, video games, and aggression — a communication/media-effects researcher, not clearly a 'performance psychology' figure. Recommend correcting title_en to 'Marina Krcmar' and re-verifying the school/category fit before promoting to VERIFIED."
thinkers,ماريان ستروم,Marianne Ström,thk-marianne-strom,2010,العلاج بالتصوير الضوئي,UNCERTAIN,Searched but not found. Phototherapy field is dominated by Judy Weiser (PhotoTherapy Centre); no source found for 'Marianne Ström' in this field.
thinkers,ماريان كلاين,Marianne Kline,thk-mariannekline,2000,الخبرة الجسدية (Somatic Experiencing),UNCERTAIN,"Searched but not found under this exact name. The well-documented Somatic Experiencing figure with a similar name is Maggie Kline, MS, LMFT (co-author with Peter Levine, Somatic Experiencing International faculty). Possible name confusion; not confirmed as the same person."
thinkers,مارييل كروغر,Marielle Kruger,thk-mariellekruger,2015,الأنساق الأسرية الداخلية (IFS),UNCERTAIN,"Searched but not found under this exact name. The well-documented IFS figure with a similar name is Mary (Plunkett) Kruger, MS, LMFT, IFS Institute Lead Trainer specializing in addictions/eating disorders. Possible name confusion; not confirmed as the same person."
thinkers,ماريسا بيركوور,Marisa Berkouwer,thk-marisaberkouwer,2010,العلاج الحسي-الحركي (Sensorimotor Psychotherapy),UNCERTAIN,Searched but not found. Sensorimotor Psychotherapy field is founded/led by Dr. Pat Ogden; no source found for 'Marisa Berkouwer'.
thinkers,مارك سانتروس,Mark R. Dombeck,thk-mark-santross,2000,PCIT (العلاج التفاعلي بين الوالد والطفل),UNCERTAIN,"Arabic and English names do not match (Arabic transliterates to something like 'Mark Santross', English given as 'Mark Dombeck') — likely a data/mapping error. A real psychologist Mark Vigil Dombeck, PhD (licensed psychologist, Alameda CA, trauma/couples focus) was found, but no source ties him specifically to PCIT (Parent-Child Interaction Therapy), whose recognized originator is Sheila Eyberg. Needs correction/clarification before verifying."
thinkers,مارك ريس,Mark Reese,thk-markrees,1990,طريقة فيلدنكرايس,VERIFIED,"Real. Mark Reese, Ph.D. (15 Mar 1951 – d. 2006), one of Moshe Feldenkrais's original American students, a leading authority on and biographer of the Feldenkrais Method ('A Life in Movement'). Note: he died in 2006, so if active_period is meant to represent his working era, '1990' alone undersells his career span (he was active from the 1970s through 2006)."
thinkers,مارك ويلش,Mark Welch,thk-markwelch,2000,العلاج بالخبرة/التجريبي,UNCERTAIN,"Searched but not found as a documented experiential-therapy theorist. Several unrelated people named Mark Welch surfaced (a psychiatrist in Loma Linda CA, a physical therapist, a clinical planner); one practitioner using AEDP (Accelerated Experiential Dynamic Psychotherapy) named 'Mark' was found at psychgarden.com but full name/surname match was not confirmed."
thinkers,ماري إلمكويست,Mary Elmquist,thk-mary-elmquist,2010,br-recovery-oriented,UNCERTAIN,"Searched but not found under this exact first name. A psychologist named JoAnna Elmquist, PhD (Samaritan Health, treats eating disorders/substance use/trauma) was found — different first name, not confirmed as the same person."
thinkers,ماري غوثري,Mary Guthrie,thk-mary-guthrie,2012,العلاج الديناميكي البيني القصير (DIT),UNCERTAIN,"Searched but not found. DIT (Dynamic Interpersonal Therapy) is documented as developed by Alessandra Lemma, Mary Target, and Peter Fonagy at the Anna Freud Centre — no source ties a 'Mary Guthrie' to DIT specifically; other 'Mary Guthrie' results found (LCSW, equestrian coach) are unrelated fields."
thinkers,ماري ستيوارت,Mary Stewart,thk-mary-stewart,1980,تحليل المعاملات (TA),UNCERTAIN,"Searched but not found. The major documented TA author/figure with a similar name is Ian Stewart (male; co-author of 'TA Today' with Vann Joines, Co-Director of the Berne Institute). Possible name confusion; no source found for a female 'Mary Stewart' in TA."
thinkers,ماري وايتهاوس,Mary Whitehouse,thk-mary-whitehouse,1950-1979,العلاج بالحركة والرقص,VERIFIED,"Real. Mary Starks Whitehouse, pioneer dance therapist and Jungian-influenced originator of 'Authentic Movement' / movement-in-depth, developed in the 1950s. active_period 1950-1979 aligns well with documented sources."
thinkers,ماري أولسون,Mary E. Olson,thk-maryolson,2000,الحوار المفتوح,VERIFIED,"Real. Mary E. Olson, PhD, founder/director of the Institute for Dialogic Practice, faculty at Smith College School for Social Work, prominent US figure bringing Open Dialogue (with Jaakko Seikkula et al.) to the United States."
thinkers,ماساكي تاكاهاشي,Masaaki Takahashi,thk-masaaki-takahashi,1980,علاج نايكان,UNCERTAIN,"Searched but not found as a Naikan therapy figure. Naikan was founded by Yoshimoto Ishin; a different figure, psychiatrist Takemoto Takahiro, is documented as introducing Naikan into Japanese psychiatric institutions. Other same-name people found (a poet, an economist) are unrelated fields. No source ties 'Masaaki Takahashi' to Naikan."
thinkers,ماسون دوري,Sir Mason Durie,thk-masondurie,1972,Kaupapa Māori Psychology,VERIFIED,"Real and prominent. Sir Mason Durie, ONZ KNZM FRSNZ FRANZCP, Massey University, developer of the Te Whare Tapa Whā model and a foundational figure in Māori health/psychology. Extensively documented; matches school and general era (active from 1970s onward)."
thinkers,مارغريت باومان,Margaret Bauman,thk-mbauman,1985,العلاج التكاملي-النمائي (DIR/Floortime),VERIFIED,"Real. Margaret L. Bauman, MD (neurologist), closely associated with DIR/Floortime (ICDL) clinical practice guidelines and autism neurobiology research. Note she is an MD/neurologist rather than a psychologist by training, but is a documented practitioner/contributor within the DIR/Floortime field."
thinkers,مايكل بيليغ,Michael Billig,thk-mbillig,1988,علم النفس الخطابي (Discursive Psychology),VERIFIED,"Real and prominent. Professor Michael Billig, Loughborough University, a founding figure of discursive/rhetorical psychology and the Discourse and Rhetoric Group. Well documented across academic sources; matches school exactly."
thinkers,مايكل بوغِنشوتس,Michael P. Bogenschutz,thk-mbogenschutz,2010,العلاج بمساعدة psilocybin,VERIFIED,"Real. Michael P. Bogenschutz, MD, NYU Langone Health, principal investigator of major psilocybin-assisted psychotherapy trials for alcohol use disorder (JAMA Psychiatry 2022 and related NIH-registered trials). Matches school exactly."
thinkers,مارفن تشِن,Marvin Chen,thk-mchen,1985-2010,السيكودراما والسوسيومتري,UNCERTAIN,"Searched but not found. No source located for 'Marvin Chen' in psychodrama/sociometry literature; a different, unrelated name (Marvin Knittel, writing on psychodrama/sociometry/life scripts) surfaced but does not match."
thinkers,مانفريد شيربكا,Manfred Cierpka,thk-mcierpka,1980,العلاج الإيجابي عبر-الثقافي (Peseschkian),VERIFIED,"Real. Manfred Cierpka, MD (d. 2017), was director of the Institute for Psychosocial Prevention, Heidelberg University Hospital, a leading figure in family/psychosomatic and parent-infant psychotherapy. Note: his well-documented specialty is family systems and psychosomatic/parent-infant therapy; no direct source confirms a specific tie to Peseschkian's cross-cultural Positive Psychotherapy school as listed — this pairing should be re-checked against the original source."
thinkers,ماريك تشيسلاك,Marek Cieslak,thk-mcieslak,,البحث الظاهراتي (Phenomenological Research),UNCERTAIN,"A practicing Polish psychologist named Marek Cieślak (addiction specialist, psychologiaholistyczna.pl) was found, along with unrelated same-name academics (an economics professor, a chemist). None confirmed as working in phenomenological psychology research specifically, and active_period is blank in the source data, leaving no date to cross-check."
thinkers,دانيال بيت,Daniel P. Behnke,thk-michael-yapko-jr,2010,التنويم الإريكسوني,UNCERTAIN,"Searched but found no evidence of a real 'Daniel P. Behnke' documented as an Ericksonian hypnosis figure. Slug oddly references 'michael-yapko-jr' -- Michael Yapko IS a real, well-documented Ericksonian hypnosis psychologist -- suggesting a name/data mismatch in the source row rather than a genuine distinct person."
thinkers,بيتا ستاپلتون,Peta Stapleton,thk-peta-stapleton,2010,تقنيات الحرية الانفعالية (EFT),VERIFIED,"Confirmed real: clinical and health psychologist, Professor at Bond University (Australia), leading EFT/Tapping researcher. Name and field match."
thinkers,بيتر كلاف,Peter Clough,thk-peter-clough,2000,br-performance-psychology,VERIFIED,"Confirmed real: Professor of Psychology (Univ. of Huddersfield), pioneer of mental toughness / performance psychology research. Name and field match."
thinkers,بيتر كيلرمان,Peter F. Kellermann,thk-peterkellermann,1979,السيكودراما والسوسيومتري (Moreno),VERIFIED,"Confirmed real: Peter Felix Kellermann, clinical psychologist and psychodramatist, director of Jerusalem Center for Psychodrama, active in psychodrama/sociometry field since late 1970s. Matches."
thinkers,بيتر سميث,Peter K. Smith,thk-petersmith,1990,علاج التنمر والعدوان,VERIFIED,"Confirmed real: Peter K. Smith (1943-2025), Emeritus Professor of Psychology at Goldsmiths, University of London, internationally renowned bullying/aggression researcher. Matches."
thinkers,بيتر فيشر,Peter Fisher,thk-pfisher,2000,العلاج متعدد الأجهزة (MST),UNCERTAIN,"Searched but found only a single weak mention ('Fisher, Ph.D. multisystemic therapy' on pedpsych.org) -- not enough to confirm this is a distinct, notable MST figure. Could not verify identity or dates."
thinkers,بيتر فونيغي,Peter Fonagy,thk-pfonel,1990,DDP (العلاج التفاعلي النمائي الثنائي),VERIFIED,"Peter Fonagy is a real, major British psychoanalyst/clinical psychologist (b.1952), UCL, known for mentalization theory. HOWEVER the school label is likely wrong: DDP (Dyadic Developmental Psychotherapy) was developed by Daniel Hughes, not Fonagy -- Fonagy is properly associated with Mentalization-Based Treatment (MBT). Recommend correcting the school field."
thinkers,بول فريك,Paul J. Frick,thk-pfrick,1990,br-aggression-treatment,VERIFIED,"Confirmed real: Paul J. Frick, prominent researcher on child conduct disorder and callous-unemotional traits. Matches."
thinkers,بيتر غَسَر,Peter Gasser,thk-pgasser,2010,العلاج بمساعدة MDMA (MAPS),VERIFIED,"Confirmed real: Dr. Peter Gasser, Swiss psychiatrist/psychotherapist, MAPS-affiliated MDMA/LSD-assisted therapy researcher since the 1990s-2000s. Matches."
thinkers,بيتر غودفري,Peter A. Godfrey,thk-pgodfrey,1990,العلاج العلائقي المجسد (ERT),UNCERTAIN,Searched but found no evidence of a 'Peter A. Godfrey' as founder/figure of Embodied Relational Therapy (ERT). Search results returned unrelated Peter Godfrey-Smith (philosopher) and other unrelated Peter Godfreys (social workers/musicians).
thinkers,فيليب غيرين,Philip J. Guerin,thk-pguerin,1976-2014,العلاج الأسري بالأنساق (بوين),VERIFIED,"Confirmed real: Philip Guerin, MD, psychiatrist, founder of the Center for Family Learning, major figure in Bowenian family systems therapy. Matches."
thinkers,بي. كيت هَكْني,P. Cathy Hackney,thk-phackney,1990,Body-Mind Centering,UNCERTAIN,"Searched but found no 'P. Cathy Hackney'; instead found 'Peggy Hackney', a real, well-documented Body-Mind Centering / Laban Movement Analysis teacher. Likely name confusion with Peggy Hackney."
thinkers,بول واطزلاويك,Paul Watzlawick,thk-phaley,1960-2007,العلاج الأسري الاستراتيجي (بالي ألتو/MRI),VERIFIED,"Confirmed real and extremely well documented: Paul Watzlawick, MRI Palo Alto strategic family therapy pioneer. Matches (note slug 'phaley' seems to reference Jay Haley rather than Watzlawick, but the name/title given is correctly Watzlawick)."
thinkers,باتريشا هيل كولينز,Patricia Hill Collins,thk-phcollins,1986,br-intersectional-feminist,VERIFIED,"Confirmed real: Patricia Hill Collins, sociologist, leading theorist of intersectionality and Black feminist thought. Field is sociology/critical theory rather than clinical psychology, but entry is accurate."
thinkers,فيليب كَننغهام,Philippe B. Cunningham,thk-philippe-cunningham,2000,br-mst,VERIFIED,"Confirmed real: Phillippe B. Cunningham, PhD, psychologist, MST (Multisystemic Therapy) researcher/clinician. Note: correct spelling is 'Phillippe' (double L), not 'Philippe'."
thinkers,مايكل بيبيتي,Michael Pīpīte,thk-pipitea,2005,Te Whare Tapa Whā (نموذج),UNCERTAIN,Searched but found no evidence of a 'Michael Pipitea' associated with Te Whare Tapa Whā. All sources credit Sir Mason Durie as the developer of this Māori health model (1984). Likely a name error in the source data.
thinkers,باولو نيل,Paolo J. Knill,thk-pknill,1978,الفنون التعبيرية التعددية,VERIFIED,"Confirmed real: Paolo J. Knill (1932-2020), co-founder of expressive arts therapy, Lesley University / European Graduate School. Matches."
thinkers,روني لانجفان,Roni L. Langevin,thk-plangevin,1983-2005,br-sotp,UNCERTAIN,"Searched but found only 'Ron Langevin', a real male sex-offender-treatment researcher, not 'Roni L. Langevin'. Likely name confusion/error."
thinkers,بول نوردوف,Paul Nordoff,thk-pnordoff,1959-1977,العلاج بالموسيقى,VERIFIED,"Confirmed real: Paul Nordoff (1909-1977), composer and co-founder of Nordoff-Robbins Music Therapy. Active period matches his working years with Clive Robbins/death."
thinkers,بات أوغدن,Pat Ogden (Hakomi context),thk-pogden-hakomi,1980,هاكومي (Hakomi),VERIFIED,"Confirmed real: Pat Ogden, co-founder of the Hakomi Institute alongside Ron Kurtz, later founder of Sensorimotor Psychotherapy. Matches."
thinkers,بات أوغدِن,Pat Ogden,thk-pogden,1981,IBP (العلاج التكاملي للجسد),VERIFIED,"Pat Ogden is confirmed real (founder of Sensorimotor Psychotherapy, co-founder of Hakomi). However the school label 'IBP' (Integrative Body Psychotherapy) is normally attributed to Jack Lee Rosenberg, not Pat Ogden -- possible field mislabel, though the person is genuine."
thinkers,باتريتسيا بالارو,Patrizia Pallaro,thk-ppallaro,1985,الحركة الأصيلة,VERIFIED,"Confirmed real: Patrizia Pallaro, editor of the Authentic Movement essay collections (with Whitehouse, Adler, Chodorow). Matches."
