category,title_ar,title_en,slug,active_period,school
thinkers,مايكل سويتنغ,Michael Sweeting,thk-michaelsweeting,1990,Te Whare Tapa Whā
thinkers,ميتشيو ميزونو,Michio Mizuno,thk-michio-mizuno,1960,علاج نايكان
thinkers,لي مينغ شنغ,Li Mingsheng,thk-mingshengli,2010,الطاوية المعرفية
thinkers,مينو بولين,Mino Paulin,thk-minopaulin,2000,العلاج الحسي-الحركي
thinkers,نوربيرتو بوستوس,Norberto Bustos,thk-nbustos,1975-2010,السيكودراما والسوسيومتري
thinkers,نعوم تشومسكي,Noam Chomsky,thk-nchomsky,1957-,علم النفس
thinkers,نيكول تول,Nicole Toole,thk-nicotole,2010,تقنيات الحرية الانفعالية (EFT)
thinkers,نانا إيوسيبا,Nana Iosepa,thk-niosepa,1970-2000,Ho'oponopono (هاواي)
thinkers,نيخيل خانا,Nikhil Khanna,thk-nkhanna,2012,علم النفس الإيجابي الشرقي
thinkers,ناثانئيل لِرمان,Nathaniel Lehrman,thk-nlehrman,1960-2010,العلاج بالتحويل (Conversion Therapy)
thinkers,نْيلسون مَغَنْي,N. Chabani Manganyi,thk-nmanganyi,1973,علم نفس الأوبونتو (Ubuntu)
thinkers,ناتالي روجرز,Natalie Rogers,thk-nrogers,1975-2015,الفنون التعبيرية التعددية
thinkers,نوبو واتانابي,Nobuo Watanabe,thk-nwatanabe,1990,علاج موريتا
thinkers,أولغا سيلفرشتاين,Olga Silverstein,thk-osilver,1970-2005,br-dynamic-couples-family-therapy
thinkers,بابارانغي ريد,Papaarangi Reid,thk-papaarangireid,1995,Kaupapa Māori Psychology
thinkers,بول أبلباوم,Paul S. Appelbaum,thk-pappelbaum,1977,br-therapeutic-risk-assessment
thinkers,بارك جونغ-إيك,Park Jong-Ik,thk-parkjongik,1990,علاج الهوابيونغ (Hwabyung)
thinkers,باتريس دي ماركو,Patrice De Marco,thk-patrice-de-marco,2005,التنويم الذاتي
thinkers,بول ثورن,Paul Thorne,thk-paul-thorne,2010,إعادة الولادة
thinkers,بول جي. توماس,Paul G. Thomas,thk-paulgthomas,1990,السيبرنتيكا النفسية
thinkers,بول هولمز,Paul Holmes,thk-paulholmes,1980,السيكودراما والسوسيومتري
thinkers,فيلس بوث,Phyllis B. Booth,thk-pbooth,1970,Theraplay
thinkers,بولا كابلان,Paula J. Caplan,thk-pcaplan,1985,العلاج النفسي النسوي
thinkers,بيما تشُدرُن,Pema Chödrön,thk-pchodron,1984,العلاج النفسي التأملي
thinkers,بيغ پيندر,Peg Pendry,thk-peg-pender,2010,فرق العكس العاكسة
thinkers,بيكا يوكينن,Pekka Jokinen,thk-pekkajokinen,1990,الحوار المفتوح
thinkers,بينيلوبي إيست,Penelope East,thk-penelopeeast,1980-2010,تقنية ألكسندر
thinkers,بيني لويس,Penny Lewis,thk-penny-lewis,1980,العلاج بالحركة والرقص
thinkers,محمد خليفة,Muhammad Khalifa,thk-mkhalifa,2000,علم النفس الإيجابي الإسلامي
thinkers,ميليسا كينغ,Melissa King,thk-mking,2005,Ho'oponopono (هاواي)
thinkers,مارك روتشرِي,Mark Rothery,thk-mrothery,1992-2010,العلاج الاجتماعي (Social Therapy)
thinkers,مارغريت شوارز,Margaret Schwarz,thk-mschwarz,1980-2010,النظرية العامة للأنظمة
thinkers,مارك ووردن,Mark Worden,thk-mworden,1995,علاج إيماغو العلائقي
thinkers,مون يوِن,Mon Mon Yuen,thk-myuen,1995,العلاج السردي
thinkers,نانسي هارنِس,Nancy Harness,thk-nancy-harness,1995,br-restorative-justice
thinkers,ماريا روساريو ألفيلور,Ma. Rosario Alfelor,thk-ma-rosario-alfelor,2005,Sikolohiyang Pilipino (Filipino Psychology)
thinkers,ماريان ماهونِي,Marian J. Mahoney,thk-mahoney,1990,Filial Therapy (العلاج العلائقي الوالد-الطفل)
thinkers,مارسيا ماركس,Marcia B. Marx,thk-marciamarx,1990,السيكودراما والسوسيومتري (Moreno)
thinkers,مارغريت بلوستين,Margaret Bluestein,thk-margaret-bluestein,2010,الأنساق الأسرية الداخلية (IFS)
thinkers,مارغريت بودكن,Margaret L. Bodkin,thk-margaretbodkin,1990,العلاج بالخبرة/التجريبي
thinkers,ماريان كركمار,Marian Krcmar,thk-marian-krcmar,2010,br-performance-psychology
thinkers,ماريان ستروم,Marianne Ström,thk-marianne-strom,2010,العلاج بالتصوير الضوئي
thinkers,ماريان كلاين,Marianne Kline,thk-mariannekline,2000,الخبرة الجسدية (Somatic Experiencing)
