category,title_ar,title_en,slug,active_period,school
thinkers,آن ميستوفر,Ann Mithoefer,thk-amithoefer,2000,العلاج بمساعدة MDMA (MAPS)
thinkers,ألبرت مْنكوبِي,Albert Mn cube,thk-amncube,1995-2010,علم نفس الأوبونتو (Ubuntu)
thinkers,إيمي مورغان,Amy E. Morgan,thk-amy-morgan,2010,br-sport-psychology
thinkers,أرنه نيس,Arne Næss,thk-anaess,1973-2009,العلاج البيئي/الطبيعي
thinkers,أندرس إريكسون,Anders Ericsson,thk-andersericson,1985-2020,br-performance-psychology
thinkers,إيميلي بلاك,Emily Black,thk-andrew-barnes,2015,أسلوب إلمان في التنويم
thinkers,أندرو جونسون,Andrew Johnson,thk-andrew-johnson,2010,أسلوب إلمان في التنويم
thinkers,أندرو شنك,Andrew Schnack,thk-andrew-schnack,2010,br-discernment-counseling
thinkers,أنغوس ماكفارلن,Angus Hikairo Macfarlane,thk-angusmacfarlane,1980,Kaupapa Māori Psychology
thinkers,أنا أريتي,Anna A. Pert,thk-apert,2000,br-ddp
thinkers,أدريان راين,Adrian Raine,thk-araine,1982,br-aggression-treatment
thinkers,آرثر بيكر-ويدمان,Arthur Becker-Weidman,thk-arthurbeckerweidman,2000,العلاج التفاعلي النمائي الثنائي (DDP)
thinkers,ألان شولتز,Alan Schultz,thk-aschultz,1990,العلاج الاجتماعي (Social Therapy)
thinkers,آرثر شوهام,Arthur Shoham,thk-ashoham,1980-2010,br-brief-strategic-therapy
thinkers,[مؤسِّسو ISAP / IIJP / NIJA / Israel Society of Analytical Psychology],Founders of Israel Jungian associations,thk-aulanc,,مدرسة التحليل النفسي
thinkers,سري أوروبندو,Sri Aurobindo,thk-aurobindo,1910-1950,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,بالا جايسون,Bala Jaison,thk-bala-jaison,2005,التركيز (Focusing)
thinkers,بيرجيتّا ألاكارِ,Birgitta Alakare,thk-balakare,1984,الحوار المفتوح (Open Dialogue)
thinkers,باري كريمر,Barry S. Kramer,thk-barry-kramer,2010,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,برنت أتكينسون,Brent J. Atkinson,thk-batkinson,1985,العلاج الزوجي التعاوني (Collaborative Couple Therapy)
thinkers,بوني بادنوك,Bonnie Badenoch,thk-bbadenoch,2000,التكامل العصبي البيني شخصي (Interpersonal Neurobiology)
thinkers,غاستون بوييسن,Gaston Boyesen,thk-bboyesen,1970,PBSP (Pesso Boyden System Psychomotor)
thinkers,كارين بَد,Karen Budd,thk-bbundy,1995,br-pcit
thinkers,برنارد وايت,Bernard White,thk-bcwhite,1980-2010,br-dynamic-couples-family-therapy
thinkers,بيرنارد دانِفَر,Bernard Dannefer,thk-bdanner,1990,علم نفس الأوبونتو (Ubuntu)
thinkers,مايكل بينثال,Michael Benthall,thk-benthall,1990,الديانيتكس / السيانتولوجيا
thinkers,بِسِل فَن دِر كولك,Bessel van der Kolk,thk-besselvanderkolk,1980,الخبرة الجسدية (Somatic Experiencing)
thinkers,باربرا فريدريكسون,Barbara L. Fredrickson,thk-bfredrickson,1998,علم النفس الإيجابي (Seligman)
thinkers,بيل ماثيوز,Bill Matthews,thk-bill-matthews,2015,Discernment Counseling (الاستشارة التمييزية)
thinkers,بِنْيامين كوفمان,Benjamin Kaufman,thk-bkaufman,1970-1995,العلاج بالتحويل (Conversion Therapy)
thinkers,باري مالتزكي,Barry M. Maletzky,thk-bmaletzky,1980-2010,br-sotp
thinkers,براوليو مونتالفو,Braulio Montalvo,thk-bmontalvo,1965-2013,العلاج الأسري البنيوي
thinkers,بوب مور,Bob Moore,thk-bmoore,1971,EST / Landmark Forum
thinkers,بوب بيك,Bob Beck,thk-bobbeck,1980-2014,السيبرنتيكا النفسية (Psycho-Cybernetics)
thinkers,بيل أوهَنلون,Bill O'Hanlon,thk-bohanlon,1980,العلاج الزوجي التعاوني (Collaborative Couple Therapy)
thinkers,إيفان بوشورميني-ناجي,Ivan Boszormenyi-Nagy,thk-bosz,1960-2007,br-dynamic-couples-family-therapy
thinkers,برت باول,Bert Powell,thk-bpowell,1980,دائرة الأمان (Circle of Security)
thinkers,براين ألمان,Brian M. Alman,thk-brian-aleman,1985,أسلوب إلمان في التنويم
thinkers,بريان هيوز,Brian Hug,thk-brianhug,2012,العلاج التفاعلي النمائي الثنائي (DDP)
thinkers,برايان وايس,Brian L. Weiss,thk-brianweiss,1980,إعادة الولادة
thinkers,برنارد روزن,Bernard Rosen,thk-brosen,1985,MDFT (العلاج الأسري متعدد الأبعاد)
thinkers,باربرا روثباوم,Barbara Olasov Rothbaum,thk-brothaum,1995,br-vr-therapy
thinkers,بروس بيركنز,Bruce S. Perkins,thk-bruceperkins,2005,العلاج الحسي-الحركي (Sensorimotor Psychotherapy)
thinkers,بيرند رويغر,Bernd Rüger,thk-brueger,1990,العلاج الإيجابي عبر-الثقافي (Peseschkian)
thinkers,بِسِل فان دير كولك,Bessel A. van der Kolk,thk-bvdkolk,1984,علاج الصدمة العصبي
thinkers,بريندا فيدرهولد,Brenda K. Wiederhold,thk-bwiederhold,1998,br-vr-therapy
thinkers,كارين ألبريت,Karen Albright,thk-calbright,2000,Body-Mind Centering
thinkers,كامبيل پيرتون,Campbell Purton,thk-campbell-purton,2000,التركيز (Focusing)
thinkers,كارول أندرسون,Carol M. Anderson,thk-canderson,1980,br-psychoeducation
thinkers,تشارلز أنطاكي,Charles Antaki,thk-cantaki,1994,علم النفس الخطابي (Discursive Psychology)
thinkers,كارولين دالجليش,Carolyn Dalglish,thk-carolyn-dalglish,2012,br-discernment-counseling
thinkers,تشارلز بوردوين,Charles M. Borduin,thk-cborduin,1983,العلاج متعدد الأجهزة (MST)
thinkers,كريستين كالدويل,Christine Caldwell,thk-ccaldwell,1996,الجشطالت الجسدي (Naranjo)
thinkers,جيانفرانكو تشيكّين,Gianfranco Cecchin,thk-ccecchin,1975-2004,br-brief-strategic-therapy
thinkers,سي. ويست تشرتشمان,C. West Churchman,thk-cchurchman,1950-2004,النظرية العامة للأنظمة
thinkers,كارولين بيبي كوان,Carolyn Pape Cowan,thk-ccowan,1979-2015,PREP (برنامج تعزيز العلاقة والوقاية)
thinkers,كارمن دِل أورو,Carmen Dell'Oro,thk-cdello,1990-2015,الأنظمة اللغوية التعاونية
thinkers,كريس دِنْبَره,Chris Denborough,thk-cdenborough,1990,العلاج السردي (Narrative Therapy)
thinkers,سيسيل هيموان,Cecile Himawan,thk-cecilehimawan,2010,الأنساق الأسرية الداخلية (IFS)
thinkers,كولين غاريت,Colin Garrett,thk-cgarrett,2000,Thought Field Therapy (TFT)
thinkers,تشارلز جيربر,Charles Gerber,thk-cgerber2,1990-2010,الأنظمة اللغوية التعاونية
thinkers,تشارلز غروب,Charles S. Grob,thk-cgrob,1985,العلاج بمساعدة النفسانية
thinkers,كريستينا غروف,Christina Grof,thk-cgrof,1970,التنفس الهولوتروبي
thinkers,تشارلز غليسون,Charles Glisson,thk-charles-glisson,1990,br-mst
thinkers,تشارلز فولكنر,Charles Faulkner,thk-charlesfaulkner,1975,السيبرنتيكا النفسية (Psycho-Cybernetics)
thinkers,شيريل فيربيرن,Cheryl Fairbairn-Dunlop,thk-cherylfairbairn,1985,Te Whare Tapa Whā (نموذج)
thinkers,كلوي مادانيس,Cloe Madanes,thk-cloemadanes,1970,العلاج الأسري الاستراتيجي (بالي ألتو/MRI)
thinkers,كلوي مادانس,Cloé Madanes,thk-cmadanes,1975-2022,علاج التبعية-السلطة (SAR)
thinkers,كاثي مالكيودي,Cathy A. Malchiodi,thk-cmalchiodi,1980,العلاج بالفن
thinkers,تشاندرا موهانتاي,Chandra Talpade Mohanty,thk-cmohanty,1984,br-intersectional-feminist
thinkers,كوني ري أندرسون,Connie Rae Anderson,thk-connie-rae-anderson,2000,إعادة الولادة
thinkers,كريستوفر بيترسون,Christopher Peterson,thk-cpeterson,1988-2012,العلاج القائم على القوة (Strengths-Based)
thinkers,كارلو براتا,Carlo Prata,thk-cprata,1990-2015,العلاج الأسري الميلاني (Milan Systemic)
thinkers,كلايف روبنز,Clive Robbins,thk-crobbins,1962-2011,العلاج بالموسيقى
thinkers,كارل روجرز,Carl R. Rogers,thk-crogers,1940-1987,حركة اللقاء الجماعي
thinkers,تشارلز شيفر,Charles E. Schaefer,thk-cschaefer,1970,Filial Therapy (العلاج العلائقي الوالد-الطفل)
thinkers,كارلوس سلوزكي,Carlos E. Sluzki,thk-csluzki,1970,العلاج الأسري الاستراتيجي (MRI/Palo Alto)
thinkers,تشارلز سوكرايدِس,Charles W. Socarides,thk-csocarides,1960-2005,العلاج بالتحويل (Conversion Therapy)
thinkers,كارولين ويبستر-ستراتون,Carolyn Webster-Stratton,thk-cwebster-stratton,1980,br-pcit
thinkers,جون مارش,John Marsh,thk-cwhitaker-pt,2000,br-teacch
thinkers,كارل وايتيكر,Carl A. Whitaker,thk-cwhitaker,1946-1995,MDFT (العلاج الأسري متعدد الأبعاد)
thinkers,تشارلز زيناه,Charles H. Zeanah,thk-czeanah,1980,PCIT
thinkers,ديفيد أبرام,David Abram,thk-dabram,1996,العلاج البيئي/الطبيعي
thinkers,دان فيشر,Dan B. Fisher,thk-dan-fisher,1995,br-recovery-oriented
thinkers,ديب دانا,Deb Dana,thk-dana,2014,العلاج المستنير عصبيًا/بولفاغال
thinkers,دان براون,Dan Brown,thk-danbrown-ddp,2008,العلاج التفاعلي النمائي الثنائي (DDP)
thinkers,دانييل ليڤيسون,Danielle Levison,thk-daniellevision,1990,العلاج بالحركة والرقص
thinkers,ديفيد إرسغ,David Erceg,thk-david-erceg,2005,br-mst
thinkers,ديفيد فيلدمان,David B. Feldman,thk-david-feldman,2005,العلاج القائم على الأمل (Snyder)
thinkers,ديفيد كراوس,David A. Krauss,thk-david-krauss,1990,العلاج بالتصوير الضوئي
thinkers,ديفيد ريڤ,David P. Reeve,thk-david-reeve,2010,br-sport-psychology
thinkers,ديانا باومرند,Diana Baumrind,thk-dbaumrind,1966-2018,علم نفس الطفل
thinkers,ديبورا بيكر,Deborah R. Becker,thk-dbecker,1995,br-psychiatric-rehabilitation
thinkers,ديان بوييدن,Dianne Boyden-Pesso,thk-dboyden,1966,PBSP (Pesso Boyden System Psychomotor)
thinkers,دِنيس كامبل,Dennise Campbell,thk-dcamp,2000,الأنظمة اللغوية التعاونية
thinkers,دوروين كارت‌رَيت,Dorwin Cartwright,thk-dcartwright,1945-2008,الحقل الظاهراتي (Lewin)
thinkers,ديفيد تشامبرلين,David Chamberlain,thk-dchamberlain,1983-2016,الجشطالت الجسدي (Naranjo)
thinkers,داوسون تشيرش,Dawson Church,thk-dchurch,2005,Thought Field Therapy (TFT)
thinkers,دونالد أو. كليفتون,Donald O. Clifton,thk-dclifton,1950-2003,العلاج القائم على القوة (Strengths-Based)
thinkers,دانيال دايموند,Daniel J. Diamond,thk-ddiamond,2000,ABFT (العلاج الأسري المرتكز على التعلق)
thinkers,دوروثي دينرشتاين,Dorothy Dinnerstein,thk-ddinste,1976-1992,التحليل النفسي النسوي
thinkers,دبرا كريمر,Deborah K. Kremer,thk-deborah-kremer,2015,العلاج بالتصوير الضوئي
thinkers,ديپاك رامسوبك,Deepak Ramsubick,thk-deepak-ramsubeik,1980,علم النفس الفيدي (المستند إلى الفيد)
thinkers,دينيس ويتلي,Denis Waitley,thk-deniswaitley,1970,السيبرنتيكا النفسية (Psycho-Cybernetics)
thinkers,ديرالد وينغ سو,Derald Wing Sue,thk-deraldwing-sue,1972,الاستشارات متعددة الثقافات
thinkers,ديفيد فاينشتاين,David Feinstein,thk-dfeinstein,2000,Thought Field Therapy (TFT)
thinkers,فرانك غولدشتاين,Frank Goldstein,thk-dhanna,1980,br-psychoeducation
thinkers,دِنيس هوك,Dennis Fox,thk-dhook,1985-2010,علم النفس النقدي
thinkers,دون جاكسون,Don D. Jackson,thk-djackson,1963-1968,العلاج الأسري الاستراتيجي (Palo Alto/MRI)
thinkers,دانيال كانمان,Daniel Kahneman,thk-dkahneman,1974-2024,علم النفس
thinkers,دوغلاس كناب,Douglas Knab,thk-dknab,1990,br-psychoeducation
thinkers,دونغ ليو,Dong Liu,thk-dluo,2010,علم النفس الإيجابي الشرقي
thinkers,دونالد ميتشنباوم,Donald H. Meichenbaum,thk-dmeichenbaum,1969,العلاج المعرفي الكلاسيكي
thinkers,إيفا ميرسيكا,Eva Drewek-Mericka,thk-dmercieca,,البحث الظاهراتي
thinkers,كيم ميوزر,Kim T. Mueser,thk-dmueser,1985,br-psychoeducation
thinkers,دان أولِس,Dan Olweus,thk-dolweus,1970,علاج التنمر والعدوان
thinkers,دونالد أتكينسون,Donald R. Atkinson,thk-donaldatkinson,1970-2010,الاستشارات متعددة الثقافات
thinkers,ديفيد باركر,David Parker,thk-dparker,1995-2015,العلاج الاجتماعي (Social Therapy)
thinkers,ديان بويل هيلر,Diane Poole Heller,thk-dpooleheller,1999,العلاج المستنير عصبيًا/بولفاغال
