category,title_ar,title_en,slug,active_period,school
thinkers,جوردان ريد,Jordan Reed,thk-jrivett,,العلاج الزوجي التعاوني (Collaborative Couple Therapy)
thinkers,ج. لوك ويلز,J. Luke Wood,thk-jroddy,,br-teacch
thinkers,ياكوب شنايدر,Jakob Schneider,thk-jschneider,,تشكيلات الأسرة (Family Constellations)
thinkers,جون شوتر,John Shotter,thk-jshotter,1970-2016,البنائية الاجتماعية (Social Constructionism)
thinkers,جيم سيميرماتشر,Jim Simmermacher,thk-jsimmermacher,,الشعر العلاجي
thinkers,جينيفر تولمان,Jennifer Tolman,thk-jtolman,,العلاج الاجتماعي (Social Therapy)
thinkers,جولي رولينز,Julie Rawlins,thk-julierawlins,,تقنية ألكسندر
thinkers,جون وِكلاند,John H. Weakland,thk-jweakland,1963-1990,العلاج الأسري الاستراتيجي (Palo Alto/MRI)
thinkers,جوزيف فايزنباوم,Joseph Weizenbaum,thk-jweizenbaum,1966-1988,br-ai-chatbot-therapy
thinkers,جوزيف زِنكِر,Joseph Zinker,thk-jzinker,1970-2010,الجشطالت الجسدي (Naranجو)
thinkers,كيران عاشان,Kiran Ashana,thk-kashan,2010,علم النفس الإيجابي الشرقي
thinkers,كاثي لورنسو,Kathy J. Laurenceau,thk-kathylaurenceau,2000,Discernment Counseling (الاستشارة التمييزية)
thinkers,كايتي ري,Katie Rae,thk-katie-rae,2015,إعادة الولادة
thinkers,كاتكا روبين,Katka Rubin,thk-katka-rubin,2012,التركيز (Focusing)
thinkers,كيكو هوشينو,Keiko Hoshino,thk-keiko-hoshino,1980,علاج نايكان
thinkers,كولين كيلي,Colleen Kelley,thk-kelleycolleen,1990,العلاج الحسي-الحركي (Sensorimotor Psychotherapy)
thinkers,كيفن سپارجر,Kevin L. Sparger,thk-kevin-sparger,2010,العلاج القائم على الأمل (Snyder)
thinkers,كيم فيني,Kim Feeney,thk-kfeeney,2000,PREP (برنامج تعزيز العلاقة والوقاية)
thinkers,[مؤسِّسو SFJA / ISAP / NYAAP / JPA / IRSJA / PCSJA / CSJA / DSJA / GAJA / JAWA / NCSJA / NMSJA / OVAJA / PAJA / PNSJA / PSJA],Founders of US Jungian associations and institutes,thk-kmurah,,مدرسة التحليل النفسي
thinkers,كويتشي ناكامورا,Kōichi Nakamura,thk-knakamura,1980,Constructive Living
thinkers,[مؤسِّسو DGAP] DGAP founders (ألمانيا),DGAP founders (Deutsche Gesellschaft für Analytische Psychologie),thk-knoblauch,,مدرسة التحليل النفسي
thinkers,كن رِجباي,Ken Rigby,thk-krigby,1994,علاج التنمر والعدوان
thinkers,كريستين بَس,Kristin B. Buss,thk-kristin-buss,2010,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,شيرمان كيرتز,Sherman E. Kurtz,thk-kurtz-sherman,2012,br-recovery-oriented
thinkers,لارس يوهانسون,Lars Johansson,thk-lars-johansson,2005,فرق العكس العاكسة (Reflecting Teams)
thinkers,لاڤينيا شو,Lavinia Shaw,thk-lavinia-shaw,2005,طريقة فيلدنكرايس
thinkers,لورا بارِت,Laurence A. Barrett,thk-lbarrett,1980-2010,العلاج بالتحويل (Conversion Therapy)
thinkers,ألن وولاس,H. Allan Wallace,thk-lcwallace,1972,علم النفس التكاملي (Integral)
thinkers,لاري ديفيدسون,Larry Davidson,thk-ldavidson,1990,دعم الأقران (br-peer-support)
thinkers,لويز دي سالفو,Louise DeSalvo,thk-ldesalvo,1980-2018,العلاج بالكتابة/الكتابة التعبيرية
thinkers,لي هيونغ-جون,Lee Hyung-Jun,thk-leehyungjun,2000,علاج الهوابيونغ (Hwabyung)
