category,title_ar,title_en,slug,active_period,school
thinkers,باتريسيا رِدجوِي,Patricia Ridgway,thk-pridgway,1985-2010,br-psychiatric-rehabilitation
thinkers,بيتر سليد,Peter Slade,thk-pslade,1954-2004,علاج الدراما
thinkers,بيار تيار دي شاردان,Pierre Teilhard de Chardin,thk-pteilhard,1920-1955,علم النفس التكاملي (Integral)
thinkers,ماركيز دي بويزيغور,Marquis de Puységur,thk-puysgur,1784-1825,الماسمرية
thinkers,راسل أكوف,Russell L. Ackoff,thk-rackoff,1953-2009,النظرية العامة للأنظمة
thinkers,رافائيل إيدث,Rafaeli Eyth,thk-rafaeli-eyth,2000,br-performance-psychology
thinkers,راندي ستابلر,Randy Stabler,thk-randystabler,2010,br-mst
thinkers,ريتشارد بَندلر,Richard Bandler,thk-rbandler,1975,NLP النظامي
thinkers,راسِل باركلي,Russell A. Barkley,thk-rbarkley,1977,br-pcit
thinkers,روبرت باور,Robert Bauer,thk-rbauer,1980-2010,السيكودراما والسوسيومتري
thinkers,رولاندو بنِنسون,Rolando Benenzon,thk-rbenenzon,1965-2021,العلاج بالموسيقى
thinkers,راندي بوروم,Randy Borum,thk-rborum,1996,br-therapeutic-risk-assessment
thinkers,راشيل كارسون,Rachel Carson,thk-rcarson,1962-1964,العلاج البيئي/الطبيعي
thinkers,شارون سيرماك,Sharon A. Cermak,thk-rcermak,1975,التكامل الحسي (Sensory Integration)
thinkers,روبرت ديلتس,Robert Dilts,thk-rdilts,1975,NLP النظامي
thinkers,روبرت دريك,Robert E. Drake,thk-rdrake,1980,br-case-management
thinkers,فيلهلم رايخ,Wilhelm Reich,thk-reich,1923-1957,PBSP (Pesso Boyden System Psychomotor)
thinkers,ريتشارد فيش,Richard Fisch,thk-rfisch,1960-2011,العلاج الأسري الاستراتيجي (MRI/Palo Alto)
thinkers,رويلا فرانك,Ruella Frank,thk-rfrank,1990,الجشطالت الجسدي (Naranjo)
thinkers,ر. كارل هانسون,R. Karl Hanson,thk-rhanson,1990,br-sotp
thinkers,رفة حسن,Riffat Hassan,thk-rhassan,1980-2020,علم النفس الإسلامي/العلاج النفسي الصوفي
thinkers,راندي هوتون,Randy Hooton,thk-rhooton,1970,العلاج البدائي
thinkers,ريك ليفي,Rick A. Levy,thk-rick-levy,2015,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,راماكريشنا نارايان,R. K. Narayan,thk-rk-narayan,1980,علم النفس الفيدي (المستند إلى الفيد)
thinkers,روبرت كلارك,Robert M. Clark,thk-rkeller,1980,br-interpersonal-neurobiology
thinkers,[مؤسِّسو AJA / BJAA / SAP / IGAP / GAP],Founders of UK Jungian associations,thk-rklenck,,مدرسة التحليل النفسي
thinkers,روبرت ليفنسون,Robert W. Levenson,thk-rlevenson,1976,طريقة غوتمان الزوجية
thinkers,ريزما ميناكم,Resmaa Menakem,thk-rmenakem,2015,العلاج المستنير عصبيًا/بولفاغال
thinkers,روبرت موشارك,Robert Mosak,thk-rmosak,1970,br-teacch
thinkers,رالف ميتزner,Ralph Metzner,thk-rmritchie,1964-2019,التنفس الهولوتروبي
