category,title_ar,title_en,slug,active_period,school
thinkers,جاكوب مورينو,Jacob L. Moreno,thk-jmoreno,1921-1974,علاج الدراما
thinkers,جون ماندر روس,John Munder Ross,thk-jmunderross,1965,التنويم التحليلي
thinkers,[مؤسِّسو Sandplay Therapy Japan / JST] - Japanese Sandplay second generation,Founders of Japanese Sandplay Therapy Association,thk-jnakamura,,مدرسة التحليل النفسي
thinkers,جون نوركروس,John C. Norcross,thk-jnorcross,1985,العلاج التكاملي
thinkers,جون برايثوايت,John Braithwaite,thk-john-braithwaite,1980,br-restorative-justice
thinkers,جون فريدمان,John Friedman,thk-john-friedman,2012,العلاج القائم على الأمل (Snyder)
thinkers,جون ليبمان,John W. Lippmann,thk-john-lippmann,1995,فرق العكس العاكسة (Reflecting Teams)
thinkers,جون ماكنتوش,John McIntosh,thk-johnmcintosh,1965-2014,الديانيتكس / السيانتولوجيا
thinkers,جون شلين,John M. Shlien,thk-johnshlien,1963-2005,علم النفس الإنساني
thinkers,جوناه لويز,Jonah Lehrer,thk-jonahlewis,2000,تقنية ألكسندر
thinkers,جوناثان بايلن,Jonathan Baylin,thk-jonathanbaylin,2005,العلاج التفاعلي النمائي الثنائي (DDP)
thinkers,خوسيه أرسينيو,José Arsenio,thk-jose-arsenio,2005,Sikolohiyang Pilipino (Filipino Psychology)
thinkers,خوسيه سالغادو,José Salgado,thk-jose-salgado,1985,التنويم الذاتي
thinkers,جوزيف باربر,Joseph Barber,thk-joseph-barber,2000,أسلوب إلمان في التنويم
thinkers,جوزيف ترايمبل,Joseph E. Trimble,thk-josephtrimble,1980,الاستشارات متعددة الثقافات
thinkers,جون بار,John Parr,thk-jparrh,1995-2015,الأنظمة اللغوية التعاونية
thinkers,جيرالد باترسون,Gerald R. Patterson,thk-jpatterson,1965-2022,MDFT (العلاج الأسري متعدد الأبعاد)
thinkers,جي رامييرو,Jean-Luc Ramaro,thk-jramiro,1995,Ho'oponopono (هاواي)
thinkers,جوردان ريد,Jordan Reed,thk-jrivett,1995,العلاج الزوجي التعاوني (Collaborative Couple Therapy)
thinkers,ج. لوك ويلز,J. Luke Wood,thk-jroddy,2000,br-teacch
thinkers,ياكوب شنايدر,Jakob Schneider,thk-jschneider,1995,تشكيلات الأسرة (Family Constellations)
thinkers,جون شوتر,John Shotter,thk-jshotter,1970-2016,البنائية الاجتماعية (Social Constructionism)
thinkers,جيم سيميرماتشر,Jim Simmermacher,thk-jsimmermacher,1985,الشعر العلاجي
thinkers,جينيفر تولمان,Jennifer Tolman,thk-jtolman,2000,العلاج الاجتماعي (Social Therapy)
thinkers,جولي رولينز,Julie Rawlins,thk-julierawlins,2010,تقنية ألكسندر
thinkers,جون وِكلاند,John H. Weakland,thk-jweakland,1963-1990,العلاج الأسري الاستراتيجي (Palo Alto/MRI)
thinkers,جوزيف فايزنباوم,Joseph Weizenbaum,thk-jweizenbaum,1966-2008,br-ai-chatbot-therapy
thinkers,جوزيف زِنكِر,Joseph Zinker,thk-jzinker,1970-2010,الجشطالت الجسدي (Naranjo)
thinkers,كارلو كيرانن,Kaarlo Keränen,thk-kaarlokeranen,1990,الحوار المفتوح
thinkers,كارين هورناي,Karen Horney,thk-karenhorney,1914-1952,الفرويدية الجديدة/التحليل البيني الثقافي
thinkers,كيران عاشان,Kiran Ashana,thk-kashan,2010,علم النفس الإيجابي الشرقي
thinkers,كاثي لورنسو,Kathy J. Laurenceau,thk-kathylaurenceau,2000,Discernment Counseling (الاستشارة التمييزية)
thinkers,كايتي ري,Katie Rae,thk-katie-rae,2015,إعادة الولادة
thinkers,كاتكا روبين,Katka Rubin,thk-katka-rubin,2012,التركيز (Focusing)
thinkers,كينيث كولبي,Kenneth Mark Colby,thk-kcolby,1964-2001,br-ai-chatbot-therapy
thinkers,كيكو هوشينو,Keiko Hoshino,thk-keiko-hoshino,1980,علاج نايكان
thinkers,كولين كيلي,Colleen Kelley,thk-kelleycolleen,1990,العلاج الحسي-الحركي (Sensorimotor Psychotherapy)
thinkers,كيفن سپارجر,Kevin L. Sparger,thk-kevin-sparger,2010,العلاج القائم على الأمل (Snyder)
thinkers,كيم فيني,Kim Feeney,thk-kfeeney,2000,PREP (برنامج تعزيز العلاقة والوقاية)
thinkers,كيم غولدنغ,Kim S. Golding,thk-kgolding,1995,DDP (العلاج التفاعلي النمائي الثنائي)
thinkers,كلاوس هولتسكامب,Klaus Holzkamp,thk-kholzkamp,1972-1995,علم النفس النقدي
thinkers,كوبِي كامبون,Kobi K. Kambon,thk-kkambon,1990,علم النفس المتمركز حول أفريقيا
thinkers,كينيث كوخ,Kenneth Koch,thk-kkoch,1970-2002,الشعر العلاجي
thinkers,كورت كوفكا,Kurt Koffka,thk-kkoffka,1910-1941,علم النفس الجشطالتي (برلين)
thinkers,كارل ليونهارد,Karl Leonhard,thk-kleonhard,1936-1988,مدرسة شولتز-هينكه الألمانية (Neo-Kraepelinian)
thinkers,كاثرين ماكْلِين,Katherine A. MacLean,thk-kmaclean,2010,العلاج بمساعدة psilocybin
thinkers,ماساتاكي موريتا,Masatake Morita,thk-kmorita,1920-1938,Constructive Living
thinkers,[مؤسِّسو SFJA / ISAP / NYAAP / JPA / IRSJA / PCSJA / CSJA / DSJA / GAJA / JAWA / NCSJA / NMSJA / OVAJA / PAJA / PNSJA / PSJA],Founders of US Jungian associations and institutes,thk-kmurah,,مدرسة التحليل النفسي
thinkers,كويتشي ناكامورا,Kōichi Nakamura,thk-knakamura,1980,Constructive Living
thinkers,[مؤسِّسو DGAP] DGAP founders (ألمانيا),DGAP founders (Deutsche Gesellschaft für Analytische Psychologie),thk-knoblauch,,مدرسة التحليل النفسي
thinkers,كين رِجباي,Ken Rigby,thk-krigby,1994,علاج التنمر والعدوان
thinkers,جيدو كريشنامورتي,Jiddu Krishnamurti,thk-krishnamurti,1922-1986,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,كريستين بَس,Kristin B. Buss,thk-kristin-buss,2010,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,شيرمان كيرتز,Sherman E. Kurtz,thk-kurtz-sherman,2012,br-recovery-oriented
thinkers,لاري نيمز,Larry Nims,thk-larrynims,2000,تقنيات الحرية الانفعالية (EFT)
thinkers,لارس يوهانسون,Lars Johansson,thk-lars-johansson,2005,فرق العكس العاكسة (Reflecting Teams)
thinkers,لاڤينيا شو,Lavinia Shaw,thk-lavinia-shaw,2005,طريقة فيلدنكرايس
thinkers,لورا بارِت,Laurence A. Barrett,thk-lbarrett,1980-2010,العلاج بالتحويل (Conversion Therapy)
thinkers,لويس كوتزولينو,Louis Cozolino,thk-lcozolino,2002,التكامل العصبي البيني الشخصي (Interpersonal Neurobiology)
thinkers,ألن وولاس,H. Allan Wallace,thk-lcwallace,1972,علم النفس التكاملي (Integral)
thinkers,لاري ديفيدسون,Larry Davidson,thk-ldavidson,1990,br-peer-support
thinkers,لويز دي سالفو,Louise DeSalvo,thk-ldesalvo,1980-2018,العلاج بالكتابة/الكتابة التعبيرية
thinkers,لي هيونغ-جون,Lee Hyung-Jun,thk-leehyungjun,2000,علاج الهوابيونغ (Hwabyung)
thinkers,ليون فِستِنغر,Leon Festinger,thk-lfestinger,1945-1989,الحقل الظاهراتي (Lewin)
thinkers,لورانس فيشباين,Lawrence Fischbein,thk-lfish,1980,br-psychiatric-vocational-rehab
thinkers,ليندا هاتش,Linda M. Hatch,thk-lhatch,1990,Body-Mind Centering
thinkers,لين هوفمان,Lynn Hoffman,thk-lhoffman,1970,العلاج الأسري الاستراتيجي (MRI/Palo Alto)
thinkers,ليندا توهيواي سميث,Linda Tuhiwai Smith,thk-lindatuhiwai,1990,Kaupapa Māori Psychology
thinkers,لورنس كولبرغ,Lawrence Kohlberg,thk-lkohlberg,1958-1987,علم نفس الطفل
thinkers,ليندا كون,Linda Kuhn,thk-lkuhn,1990,دائرة الأمان (Circle of Security)
thinkers,لوكا لوزي,Luca Losi,thk-llosi,1995,العلاج الأسري الميلاني (Milan Systemic)
thinkers,ليستر لوبورسكي,Lester Luborsky,thk-lluborsky,1950-2005,التحليل النفسي الدوري (Cyclical Psychodynamics)
thinkers,لوسي جين ميلر,Lucy Jane Miller,thk-lmiller,1980,التكامل الحسي (Sensory Integration)
thinkers,إبراهام كاوانيوآ,Abraham Kawai'ae'a,thk-lmorrnah,1990,Ho'oponopono (هاواي)
thinkers,ليندا جيمس مايرز,Linda James Myers,thk-lmyers,1985,علم النفس المتمركز حول أفريقيا
thinkers,لورينا أونان,Lorena Onnis,thk-lonan,1985,العلاج الأسري الميلاني (Milan Systemic)
thinkers,لويس غيرني,Louise F. Guerney,thk-louise-guerney,1970,Filial Therapy (العلاج العلائقي الوالد-الطفل)
thinkers,إيفار لوفاس,Ole Ivar Lovaas,thk-lovaas,,br-aba-autism
thinkers,لورا بيرلز,Laura Perls,thk-lperls,1942-1990,علاج الجشطالت (Gestalt Therapy)
thinkers,لويس شولتز,Louis Schultz,thk-lschultz,1970-2005,الرولفينغ والتكامل الهيكلي
thinkers,لودفيغ بينسوانغر,Ludwig Binswanger,thk-ludwigbinswanger,1908-1966,المدرسة الوجودية
thinkers,لورا ووكر,Laura A. Walker,thk-lwalker,1980-2010,العلاج بالتحويل (Conversion Therapy)
thinkers,ليمن وين,Lyman C. Wynne,thk-lwynne,1958-2000,br-dynamic-couples-family-therapy
thinkers,ماريا روساريو ألفيلور,Ma. Rosario Alfelor,thk-ma-rosario-alfelor,2005,Sikolohiyang Pilipino (Filipino Psychology)
thinkers,مادلين ساندبرغ,Madeleine Sandberg,thk-madeleine-sandberg,2010,التركيز (Focusing)
thinkers,مهارشي ماهيش يوغي,Maharishi Mahesh Yogi,thk-maharishi,1955-2008,علم النفس الأيورفيدي/الهندي التقليدي
thinkers,ماريان ماهونِي,Marian J. Mahoney,thk-mahoney,1990,Filial Therapy (العلاج العلائقي الوالد-الطفل)
thinkers,ماورو أندولفي,Mauro Andolfi,thk-mandolfi,1980,العلاج الأسري الميلاني (Milan Systemic)
thinkers,مارسيا ماركس,Marcia B. Marx,thk-marciamarx,1990,السيكودراما والسوسيومتري (Moreno)
thinkers,مارغريت بلوستين,Margaret Bluestein,thk-margaret-bluestein,2010,الأنساق الأسرية الداخلية (IFS)
thinkers,مارغريت بودكن,Margaret L. Bodkin,thk-margaretbodkin,1990,العلاج بالخبرة/التجريبي
thinkers,ماريان كركمار,Marian Krcmar,thk-marian-krcmar,2010,br-performance-psychology
thinkers,ماريان ستروم,Marianne Ström,thk-marianne-strom,2010,العلاج بالتصوير الضوئي
thinkers,ماريان كلاين,Marianne Kline,thk-mariannekline,2000,الخبرة الجسدية (Somatic Experiencing)
thinkers,مارييل كروغر,Marielle Kruger,thk-mariellekruger,2015,الأنساق الأسرية الداخلية (IFS)
thinkers,ماريسا بيركوور,Marisa Berkouwer,thk-marisaberkouwer,2010,العلاج الحسي-الحركي (Sensorimotor Psychotherapy)
thinkers,مارك سانتروس,Mark R. Dombeck,thk-mark-santross,2000,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,مارك ريس,Mark Reese,thk-markrees,1990,طريقة فيلدنكرايس
thinkers,مارك ويلش,Mark Welch,thk-markwelch,2000,العلاج بالخبرة/التجريبي
thinkers,ماري إلمكويست,Mary Elmquist,thk-mary-elmquist,2010,br-recovery-oriented
thinkers,ماري غوثري,Mary Guthrie,thk-mary-guthrie,2012,العلاج الديناميكي البيني القصير (DIT)
thinkers,ماري ستيوارت,Mary Stewart,thk-mary-stewart,1980,تحليل المعاملات (TA)
thinkers,ماري وايتهاوس,Mary Whitehouse,thk-mary-whitehouse,1950-1979,العلاج بالحركة والرقص
thinkers,ماري أولسون,Mary E. Olson,thk-maryolson,2000,الحوار المفتوح
thinkers,ماساكي تاكاهاشي,Masaaki Takahashi,thk-masaaki-takahashi,1980,علاج نايكان
thinkers,ماسون دوري,Sir Mason Durie,thk-masondurie,1972,Kaupapa Māori Psychology
thinkers,مارغريت باومان,Margaret Bauman,thk-mbauman,1985,العلاج التكاملي-النمائي (DIR/Floortime)
thinkers,مايكل بيليغ,Michael Billig,thk-mbillig,1988,علم النفس الخطابي (Discursive Psychology)
thinkers,مايكل بوغِنشوتس,Michael P. Bogenschutz,thk-mbogenschutz,2010,العلاج بمساعدة psilocybin
thinkers,مارفن تشِن,Marvin Chen,thk-mchen,1985-2010,السيكودراما والسوسيومتري
thinkers,مانفريد شيربكا,Manfred Cierpka,thk-mcierpka,1980,العلاج الإيجابي عبر-الثقافي (Peseschkian)
thinkers,ماريك تشيسلاك,Marek Cieslak,thk-mcieslak,,البحث الظاهراتي
