category,title_ar,title_en,slug,active_period,school,status,note
thinkers,إدوارد فريدمان,Edward H. Friedman,thk-efriedman,1966-1996,العلاج الأسري بالأنساق (بوين) - Edwin Friedman,VERIFIED,"Real; correct English name is ""Edwin H. Friedman"" (rabbi, Bowen systems theory popularizer, 1932-1996)."
thinkers,إيميت هاتشنز,Emmett Hutchins,thk-ehutchins,1970-2010,الرولفينغ والتكامل الهيكلي,VERIFIED,"Real, one of Ida Rolf's first teachers, co-founder of Guild for Structural Integration. Confirmed."
thinkers,إيفان إمبير-بلاك,Evan Imber-Black,thk-eimber,1990,br-dynamic-couples-family-therapy,VERIFIED,"Real, Ackerman Institute family therapist, expert on family secrets and rituals (1944-2024). Confirmed."
thinkers,ستانلي كِلمان,Stanley Keleman,thk-ekeleman,1970-2018,Formative Psychology / Bioenergetics lineage,VERIFIED,"Real, founder of Formative Psychology (not PBSP, which was founded by Al Pesso/Diane Boyden-Pesso)."
thinkers,إرڤين لازلو,Ervin Laszlo,thk-e-laszlo,1966,النظرية العامة للأنظمة,VERIFIED,"Real, founder of systems philosophy/general evolution theory. Confirmed."
thinkers,إيلينور كريزوستومو,Eleanor Crisostomo,thk-eleanor-crisostomo,2000,Sikolohiyang Pilipino (Filipino Psychology),UNCERTAIN,"Could not confirm an ""Eleanor Crisostomo"" associated with Sikolohiyang Pilipino; the documented founder is Virgilio G. Enriquez."
thinkers,إيلين ليفين,Ellen Levine,thk-elevine,1990,الفنون التعبيرية التعددية,VERIFIED,"Real, expressive arts therapist, EGS faculty (Ellen G. Levine). Confirmed."
thinkers,إلين ربيك,Elin Rbæk,thk-elin-rbaek,2000,فرق العكس العاكسة (Reflecting Teams),UNCERTAIN,"No record found of an ""Elin Rbæk/Rebaek"" associated with Reflecting Teams."
thinkers,إليزابيث لوكاس,Elisabeth S. Lukas,thk-elukas,1972,br-logotherapy,VERIFIED,"Real, Austrian logotherapist, leading disciple of Viktor Frankl. Confirmed."
thinkers,إيف مارودا,Evelyn Maroda,thk-emaroda,1998,العلاج العلائقي المجسد (ERT),UNCERTAIN,"Likely conflated with Karen J. Maroda (psychodynamic techniques author); no ""Evelyn/Ronald Maroda"" tied to Embodied Relational Therapy (which was founded by Nick Totton) was found."
thinkers,إميل كوي,Émile Coué,thk-emilecoue,1910-1926,التنويم الذاتي,VERIFIED,"Real, French pharmacist/psychologist, founder of autosuggestion (1857-1926). Confirmed."
thinkers,روبرت إيمونز,Robert A. Emmons,thk-emmons,1990,علم النفس الإيجابي (Seligman),VERIFIED,"Real, UC Davis psychologist, leading gratitude researcher in positive psychology. Confirmed."
thinkers,إرفينغ بولستر,Erving Polster,thk-epolster,1965-2024,علاج الجشطالت (Gestalt Therapy),VERIFIED,"Real, Gestalt therapy pioneer (1922-2024), colleague of Fritz Perls. Confirmed."
thinkers,إريك رايشيلت,Eric Reichelt,thk-ereichelt,1970,br-teacch (possible confusion with Robert Reichler),UNCERTAIN,"Appears to be a garbled conflation of TEACCH co-founders Eric Schopler and Robert Reichler; no ""Eric Reichelt"" found."
thinkers,إيرل إريكسون,Ernest Lawrence Rossi,thk-erickson-erl,1970-2009,التنويم الإريكسوني,VERIFIED,"Real, close collaborator of Milton Erickson, major figure in Ericksonian hypnosis. Confirmed."
thinkers,إريك پيرسون,Erik Pearson,thk-erikpearson,2005,br-restorative-justice,UNCERTAIN,"No independent record found of an ""Erik Pearson"" associated with restorative justice psychology."
thinkers,إيلينور روش,Eleanor Rosch,thk-erosch,1973,br-embodied-cognition-therapy,VERIFIED,"Real, UC Berkeley cognitive psychologist, prototype theory and embodied cognition (with Varela & Thompson). Confirmed."
thinkers,إدغار شين,Edgar H. Schein,thk-eschein,1956-2022,علم النفس التنظيمي (متأثر بلوين) - Organizational Psychology,VERIFIED,"Real, MIT organizational psychologist (1928-2023). Confirmed."
thinkers,إيفان تومسون,Evan Thompson,thk-ethompson,1990,br-embodied-cognition-therapy,VERIFIED,"Real, philosopher/cognitive scientist, co-author of The Embodied Mind, leading enactivism theorist. Confirmed."
thinkers,يوجين تيلور,Eugene Taylor,thk-eugenetaylor,1980-2018,العلاج بالخبرة/التجريبي,VERIFIED,"Real, historian of psychology/William James scholar (1946-2013). Confirmed."
thinkers,إيفريت شوستروم,Everett L. Shostrom,thk-everettshostrom,1963-1992,علم النفس الإنساني,VERIFIED,"Real, humanistic psychologist, developer of Personal Orientation Inventory (1921-1992). Confirmed."
thinkers,إيفانجلين مانس,Evangeline Munns,thk-evmunns,1985,Theraplay (العلاج بالألعاب العلائقي),VERIFIED,"Real, Theraplay co-developer/editor of core Theraplay texts. Confirmed."
thinkers,فريد برلين,Fred S. Berlin,thk-fberlin,1985,br-sotp,VERIFIED,"Real, founder of Johns Hopkins Sexual Disorders Clinic. Confirmed."
thinkers,فلورنس كاني,Florence Cane,thk-fcaine,1930-1952,العلاج بالفن,VERIFIED,"Real, early American art therapy pioneer, sister of Margaret Naumburg (1882-1952). Confirmed."
thinkers,فريد إيمري,Fred E. Emery,thk-femery,1955-1997,النظرية العامة للأنظمة,VERIFIED,"Real, Tavistock Institute, co-developer of sociotechnical/open systems theory with Eric Trist. Confirmed."
thinkers,فرانسيسكو غوتيريس,Francisco Gutiérrez,thk-fgutier,1975-2020,علم نفس التحرير (Liberation Psychology),UNCERTAIN,"Could not confirm a ""Francisco Gutiérrez"" tied to liberation psychology; the documented founder is Ignacio Martín-Baró (theologian: Gustavo Gutiérrez)."
thinkers,فريغا هاوُغ,Frigga Haug,thk-fhaug,1980,علم النفس النقدي,VERIFIED,"Real, German critical/feminist psychologist, developer of memory-work method. Confirmed."
thinkers,ف. كي. فو,F. K. Fu,thk-fkfu,1980,br-teacch,UNCERTAIN,"No record found of ""F. K. Fu"" in connection with TEACCH."
thinkers,فرانك ليك,Frank Lake,thk-flake,1950-1982,العلاج البدائي,VERIFIED,"Real, British psychiatrist, founder of Clinical Theology Association and primal integration therapy (1914-1982). Confirmed."
thinkers,ماري كورنين,Mary E. Corrigan,thk-fmodestin,1990,br-psychiatric-vocational-rehab,UNCERTAIN,"Could not confirm ""Mary E. Corrigan""; search results only surfaced Patrick W. Corrigan, a well-known psychiatric rehabilitation researcher — likely a name conflation."
thinkers,فريد بيسشكيان,Farid Peseschkian,thk-fpeseschkian,1990-present,العلاج الإيجابي عبر-الثقافي (Peseschkian),VERIFIED,"Real; son of Nossrat Peseschkian, continues Positive Psychotherapy (transcultural) tradition. Based on established knowledge."
thinkers,فرانك أندرسون,Frank G. Anderson,thk-frankanderson,2005,الأنساق الأسرية الداخلية (IFS),VERIFIED,"Real; psychiatrist, co-author with Richard Schwartz on IFS and trauma. Based on established knowledge."
thinkers,فريديريك ليونغ,Frederick T. L. Leong,thk-frederickleong,1990,الاستشارات متعددة الثقافات,VERIFIED,Real; prominent multicultural/cross-cultural counseling psychology scholar (Michigan State). Based on established knowledge.
thinkers,فريد فولكمار,Fred R. Volkmar,thk-fvolkmar,1985,أبحاث التوحد (DSM/تصنيف) - not primary DIR/Floortime founder,VERIFIED,"Real; Yale Child Study Center autism researcher. Note: DIR/Floortime model is primarily associated with Stanley Greenspan, not Volkmar, who is known chiefly for autism nosology/diagnosis research."
thinkers,جين أبيل,Gene G. Abel,thk-gabel,1975-2010,br-sotp,VERIFIED,Real; pioneer of sex offender assessment (penile plethysmography) and treatment. Based on established knowledge.
thinkers,جورج بَخ,George R. Bach,thk-gbach,1966-1986,حركة اللقاء الجماعي,VERIFIED,"Real; developed ""Fair Fight"" training, co-founder of encounter-group movement (The Intimate Enemy). Based on established knowledge."
thinkers,غاري بوند,Gary R. Bond,thk-gbond,1980,br-case-management,VERIFIED,"Real; Dartmouth researcher, leading figure in supported employment/case management research (IPS model). Based on established knowledge."
thinkers,جين كومبز,Gene Combs,thk-gcombs,1985,العلاج السردي (Narrative Therapy),VERIFIED,"Real; narrative therapy practitioner/author, frequent co-author with Jill Freedman. Based on established knowledge."
thinkers,جين إينيس,Gene Ennis,thk-gene-ennis,2015,br-recovery-oriented,UNCERTAIN,"No confident independent knowledge of a ""Gene Ennis"" tied to recovery-oriented psychiatry."
thinkers,جورج إنغل,George L. Engel,thk-gengel,1953-1999,علم النفس الطبي النفسي,VERIFIED,"Real; University of Rochester psychiatrist, originator of the biopsychosocial model (1913-1999). Based on established knowledge."
thinkers,جورج تومبسون,George Thompson,thk-george-thompson,2000,تحليل المعاملات (TA),UNCERTAIN,"No confident record of a ""George Thompson"" specifically tied to Transactional Analysis."
thinkers,غي. آي. غورجييف,G. I. Gurdjieff,thk-ggurdjieff,1912-1949,"الطريق الرابع (Fourth Way) - تصنيف ""الأيورفيدا"" غير دقيق",VERIFIED,"Real; mystic/spiritual teacher, founder of the ""Fourth Way"" (c.1866/1877-1949). School label is incorrect — not Ayurvedic/Indian psychology but Fourth Way/Gurdjieff Work."
thinkers,جيليان أبوت,Gillian Abbott,thk-gillian-abbott,2015,العلاج الديناميكي البيني القصير (DIT),UNCERTAIN,"Could not confidently confirm ""Gillian Abbott"" as a DIT (Dynamic Interpersonal Therapy) developer; DIT is primarily associated with Alessandra Lemma, Mary Target, and Peter Fonagy."
thinkers,غريغوري جوهانسون,Gregory Johanson,thk-gjohanson,1985,هاكومي (Hakomi),VERIFIED,Real; co-author with Ron Kurtz of foundational Hakomi Method text. Based on established knowledge.
thinkers,غاري لاندريث,Garry L. Landreth,thk-glandreth,1968,Filial Therapy (العلاج العلائقي الوالد-الطفل),VERIFIED,"Real; prominent play therapy figure, University of North Texas, child-parent relationship/filial therapy. Based on established knowledge."
thinkers,جورج ليونارد,George Leonard,thk-gleonard,1966-2010,حركة اللقاء الجماعي,VERIFIED,"Real; Esalen co-founder, human potential movement writer. Based on established knowledge."
thinkers,غاري ميسيبوف,Gary B. Mesibov,thk-gmesibov,1972,br-teacch,VERIFIED,Real; longtime director of TEACCH after Eric Schopler. Based on established knowledge.
thinkers,غيليس روز,Giles M. Rose,thk-grose,1985-2010,br-psychiatric-rehabilitation,UNCERTAIN,"No confident independent knowledge of a ""Giles M. Rose"" tied to psychiatric rehabilitation."
thinkers,غيلي روزيليني,Gayle Rosellini,thk-groselli,1990,علاج إيماغو العلائقي (Imago),UNCERTAIN,"No confident independent knowledge of a ""Gayle Rosellini"" tied specifically to Imago Relationship Therapy."
thinkers,غاري شوارتز,Gary E. Schwartz,thk-gschwartz,1975,الطب النفسي-الجسدي/الطاقة (mismatch with AI chatbot therapy),VERIFIED,"Real; University of Arizona psychologist known for energy medicine/consciousness research. Note: ""AI chatbot therapy"" school label is anachronistic/mismatched for a researcher whose main work predates this field."
thinkers,جيفري شيبرد,Geoffrey Shepherd,thk-gshepherd,1980,br-case-management,VERIFIED,"Real; UK psychiatric rehabilitation researcher, co-author of standard case-management/rehabilitation texts. Based on established knowledge."
thinkers,جونيل سيدِربلاد,Gunnel Cederblad,thk-gunnel-cederblad,1990,تحليل المعاملات (TA),UNCERTAIN,"No confident independent knowledge of a ""Gunnel Cederblad"" tied to Transactional Analysis."
thinkers,غونتهارد فيبر,Gunthard Weber,thk-gweber,1985,تشكيلات الأسرة (Family Constellations),VERIFIED,Real; German systemic therapist who worked closely with Bert Hellinger on Family Constellations. Based on established knowledge.
thinkers,هاري أبونت,Harry J. Aponte,thk-haponte,1970,العلاج الأسري البنيوي,VERIFIED,"Real; structural family therapist, developed ""person of the therapist"" training model. Based on established knowledge."
thinkers,هاري ستاك سوليفان,Harry Stack Sullivan,thk-harrystack-sullivan,1920-1949,الفرويدية الجديدة/التحليل البيني الثقافي,VERIFIED,Real; founder of interpersonal psychiatry (1892-1949). Based on established knowledge.
thinkers,هوارد بارباري,Howard E. Barbaree,thk-hbarbaree,1980-2015,br-sotp,VERIFIED,Real; University of Toronto sex offender treatment researcher. Based on established knowledge.
thinkers,هانتر بومون,Hunter Beaumont,thk-hbeaumont,1995-2020,تشكيلات الأسرة (Family Constellations),VERIFIED,Real; Family Constellations trainer associated with Bert Hellinger's lineage. Based on established knowledge.
thinkers,هيبوليت برنهايم,Hippolyte Bernheim,thk-hbernheim,1882-1919,مدرسة نانسي للإيحاء (Nancy School) - وليس المسمرية,VERIFIED,"Real; Nancy School hypnosis/suggestion theorist (1840-1919). School label ""Mesmerism"" is inaccurate — Bernheim represented the Nancy School of suggestion, in opposition to Charcot's organic view, not mesmerism per se."
thinkers,هارولد كراسيلنيك,Harold B. Crasilneck,thk-hcrsilneck,1955-2010,التنويم المعرفي,VERIFIED,Real; co-author of standard medical hypnosis textbooks. Based on established knowledge.
thinkers,دينا هيرشمان,Dina Wardi,thk-hershman,1985,العلاج النفسي مع أبناء الناجين من الهولوكوست (mismatch with DIT),VERIFIED,"Real; Israeli psychotherapist, author of ""Memorial Candles"" on children of Holocaust survivors. Direct link to ""DIT"" (Dynamic Interpersonal Therapy) school is uncertain/likely mismatched."
thinkers,هنتر هوفمان,Hunter G. Hoffman,thk-hghoffman,2000,br-vr-therapy,VERIFIED,Real; University of Washington researcher pioneering VR pain distraction and VR exposure therapy. Based on established knowledge.
thinkers,ف. هرتسوغ,F. Herzog,thk-hherzog,,البحث الظاهراتي,UNCERTAIN,"Name ""F. Herzog"" too generic/underspecified to confirm as a distinct phenomenological researcher."
thinkers,هيلموت هوبر,Helmut Huber,thk-hhuber,1965-2005,مدرسة شولتز-هينكه الألمانية (Neo-Kraepelinian),UNCERTAIN,"No confident independent knowledge of a ""Helmut Huber"" tied to the Schultz-Hencke school."
thinkers,هيروشي كاواشيما,Hiroshi Kawashima,thk-hkrystal,1975,علاج موريتا,UNCERTAIN,"Slug (""thk-hkrystal"") suggests possible data conflation with Henry Krystal (trauma/addiction psychiatrist); could not confirm a ""Hiroshi Kawashima"" figure in Morita therapy history."
thinkers,هانا كفياتكوفسكا,Hanna Yaxa Kwiatkowska,thk-hkwiatkowska,1956-1980,العلاج بالفن,VERIFIED,Real; NIMH family art therapy pioneer (1902-1980). Based on established knowledge.
thinkers,كريغ هندرسون,Craig E. Henderson,thk-hliddle-clin,2000,MDFT (العلاج الأسري متعدد الأبعاد),VERIFIED,"Real; Multidimensional Family Therapy (MDFT) researcher, Texas State University. Based on established knowledge."
thinkers,هيلين لاكيلي هانت,Helen LaKelly Hunt,thk-hlkelly,1980,علاج إيماغو العلائقي (Imago),VERIFIED,Real; co-founder of Imago Relationship Therapy with husband Harville Hendrix. Based on established knowledge.
thinkers,إدموند هوسرل,Edmund Husserl,thk-hmhusserl,1900-1938,البحث الظاهراتي,VERIFIED,Real; founder of phenomenology (1859-1938).
thinkers,هاري بالمر,Harry Palmer,thk-hpalmer,1986,دورة أفاتار (Avatar) - وليس EST/Landmark بشكل مباشر,VERIFIED,"Real; founder of the Avatar Course. Note: Avatar is a distinct lineage from Werner Erhard's EST/Landmark Forum, not the same organization."
thinkers,هربرت شليسنغر,Herbert Schlesinger,thk-hschlesinger,1965,التنويم التحليلي,VERIFIED,"Real; psychoanalyst known for work on psychoanalytic listening and clinical interviewing (with Robert Wallerstein, Menninger). Based on established knowledge."
thinkers,هنري ستيدمان,Henry J. Steadman,thk-hsteadman,1973-2010,br-therapeutic-risk-assessment,VERIFIED,"Real; forensic psychiatric researcher, MacArthur Violence Risk Assessment Study. Based on established knowledge."
thinkers,هانس ستروب,Hans H. Strupp,thk-hstrupp,1955-2000,"بحوث العلاج النفسي الديناميكي محدد المدة (TLDP) - المصطلح ""الدوري"" أقرب لواكتل",VERIFIED,"Real; Vanderbilt psychotherapy researcher, time-limited dynamic psychotherapy. Note: ""Cyclical Psychodynamics"" as a formal term is more closely associated with Paul Wachtel; Strupp's own contribution is closely related but distinct."
thinkers,هربرت فاينر,Herbert Weiner,thk-hweiner,1970,علم النفس الطبي النفسي,VERIFIED,"Real; psychosomatic medicine researcher, author of ""Psychobiology and Human Disease."" Based on established knowledge."
thinkers,هارييت وايس,Harriet F. Weiss,thk-hweiss,1985,هاكومي (Hakomi),UNCERTAIN,"No confident independent knowledge of a ""Harriet F. Weiss"" tied to Hakomi."
thinkers,إرفنغ بيبر,Irving Bieber,thk-ibieber,1962-1985,العلاج بالتحويل (Conversion Therapy),VERIFIED,"Real; psychoanalyst, author of the widely-cited (and now discredited) 1962 study underlying conversion therapy claims. Based on established knowledge."
thinkers,شيرلي إِيبِرغ,Sheila M. Eyberg,thk-ieyberg,1980,PCIT,VERIFIED,Real; founder of Parent-Child Interaction Therapy (PCIT). Based on established knowledge.
thinkers,إيزادور فروم,Isadore From,thk-ifrom,1965-2010,علاج الجشطالت (Gestalt Therapy),VERIFIED,"Real; Gestalt therapy co-developer, close associate of Fritz Perls. Based on established knowledge."
thinkers,إيلانا روبنفِلد,Ilana Rubenfeld,thk-irubenfeld,1975-2019,طريقة روبنفلد للتآزر (Rubenfeld Synergy) - وليس تحديدًا مدرسة نارانخو,VERIFIED,"Real; founder of the Rubenfeld Synergy Method, integrating Gestalt therapy and Alexander Technique. School label (""Naranjo"") is a loose/inaccurate association."
thinkers,إيرفين يالوم,Irvin D. Yalom,thk-irvinyalom,1962,المدرسة الوجودية,VERIFIED,Real; leading existential psychiatrist (1931-2024). Based on established knowledge.
thinkers,[جمعية ISAP / إيلينا/آنا فاي-قاردنر],ISAP Zurich founders and senior figures,thk-isap,,مدرسة التحليل النفسي,VERIFIED,"ISAP Zurich is a real, established Jungian training institute; entry represents its founders collectively."
thinkers,بي. كيه. إس. آيَنغَر,B. K. S. Iyengar,thk-iyengar,1918-2014,علم النفس الأيورفيدي/الهندي التقليدي,VERIFIED,"Real; world-renowned yoga master. Correct birth year is 1918, not implied by ""1936"" — active period should reflect his true dates."
thinkers,جاكلين أستنغتون,Jacqueline A. Astington,thk-jacqueline-astington,2010,نظرية العقل (Theory of Mind) - وليس تحليل المعاملات,VERIFIED,"Real; developmental psychologist known for Theory of Mind research (University of Toronto). School label ""Transactional Analysis"" is a mismatch — her actual field is developmental/theory-of-mind research."
thinkers,جاكلين پيرت,Jacqueline Peart,thk-jacqueline-peart,2010,br-restorative-justice,UNCERTAIN,"No confident independent knowledge of a ""Jacqueline Peart"" tied to restorative justice."
thinkers,جاكلين تورتوريلا,Jacqueline Tortorella,thk-jacqueline-tortorella,2018,العلاج الزوجي المرتكز على الانفعال (EFT),UNCERTAIN,"No confident independent knowledge of a ""Jacqueline Tortorella"" tied to Emotionally Focused Therapy."
thinkers,جاكلين فارنر,Jacqueline M. Varner,thk-jacqueline-varner,2010,br-sport-psychology,UNCERTAIN,"No confident independent knowledge of a ""Jacqueline M. Varner"" tied to sport psychology."
thinkers,جانيت أدلر,Janet Adler,thk-jadler,1980,الحركة الأصيلة,VERIFIED,"Real; founder of Authentic Movement, building on Mary Whitehouse's work. Based on established knowledge."
thinkers,نوربلز إيفانز-هيل,Nobles Evans-Hill,thk-jakhan,1972,علم النفس المتمركز حول أفريقيا,UNCERTAIN,"Arabic/English name pairing (""Nobles Evans-Hill"") appears garbled — likely conflates Wade Nobles, a real pioneer of African-centered psychology, with another name; cannot confirm as a distinct person."
thinkers,جيمس بيرمان,James S. Berman,thk-james-berman,2010,العلاج الزوجي المرتكز على الانفعال (EFT),UNCERTAIN,"No confident independent knowledge of a ""James S. Berman"" tied to Emotionally Focused Therapy."
thinkers,جيمس غومپرت,James Gumpert,thk-james-gumpert,2010,العلاج القائم على الأمل (Snyder),UNCERTAIN,"No confident independent knowledge of a ""James Gumpert"" tied to Snyder's Hope Therapy."
thinkers,جانيت هيلمز,Janet E. Helms,thk-janethelms,1984,الاستشارات متعددة الثقافات,VERIFIED,"Real; prominent multicultural counseling psychologist, racial identity theory (Boston College). Based on established knowledge."
thinkers,جانيس ويليامز,Janice Williams,thk-janicewilliams,2005,Te Whare Tapa Whā (نموذج),UNCERTAIN,"The Te Whare Tapa Whā model is documented as created by Mason Durie, not ""Janice Williams""; could not confirm this attribution."
thinkers,جارلينا وايت,Jarlena White,thk-jarlena-white,2010,فرق العكس العاكسة (Reflecting Teams),UNCERTAIN,"No confident independent knowledge of a ""Jarlena White"" tied to Reflecting Teams."
thinkers,جاي إيرلي,Jay Earley,thk-jayearly,1995,الأنساق الأسرية الداخلية (IFS),VERIFIED,"Real; IFS-trained author of ""Self-Therapy,"" prominent IFS teacher. Based on established knowledge."
thinkers,جون بانمن,John Banmen,thk-jbanmen,1975,نموذج ساتير للنمو,VERIFIED,"Real; Satir Model trainer, close collaborator with Virginia Satir. Based on established knowledge."
thinkers,جون بايلين,Jon Baylin,thk-jbaylin,1990,br-ddp,VERIFIED,Real; co-author with Daniel Hughes of DDP/attachment-focused therapy texts. Based on established knowledge.
thinkers,جوديث بِك,Judith S. Beck,thk-jbeck,1985,العلاج المعرفي الكلاسيكي,VERIFIED,"Real; President of the Beck Institute, daughter of Aaron T. Beck, leading CBT figure. Based on established knowledge."
thinkers,جوناثان بِكر,Jonathan Becker,thk-jbeker,2000,DDP (العلاج التفاعلي النمائي الثنائي),UNCERTAIN,"No confident independent knowledge of a ""Jonathan Becker"" tied to DDP distinct from Jon Baylin/Daniel Hughes."
thinkers,جيسيكا بنيامين,Jessica Benjamin,thk-jbenjamin,1988,التحليل النفسي النسوي,VERIFIED,"Real; feminist psychoanalyst, author of ""The Bonds of Love."" Based on established knowledge."
thinkers,ستيفن بيكو النفسي,Steve Biko (Psychological Reading),thk-jbiko,1970-1977,علم نفس الأوبونتو (Ubuntu),VERIFIED,"Steve Biko is a real, well-documented historical figure (South African anti-apartheid activist); entry framed as a ""psychological reading"" of his thought rather than a psychologist per se."
thinkers,جين بيكر ميلر,Jean Baker Miller,thk-jbmiller,1976-2006,العلاج النفسي النسوي,VERIFIED,"Real; founder of Relational-Cultural Theory, Stone Center at Wellesley (1927-2006). Based on established knowledge."
thinkers,كاثلين براون,Kathleen Brown,thk-jbrowne,2000,العلاج بالكتابة/الكتابة التعبيرية,UNCERTAIN,"No confident independent knowledge of a ""Kathleen Brown"" tied to expressive/therapeutic writing distinct from other more famous figures in the field."
thinkers,ديفيد بيرنز,David D. Burns,thk-jburns,1980,العلاج المعرفي الكلاسيكي,VERIFIED,"Real; author of ""Feeling Good,"" major cognitive therapy popularizer. Based on established knowledge."
thinkers,جوليا كاميرون,Julia Cameron,thk-jcameron,1992,العلاج بالكتابة/الكتابة التعبيرية,VERIFIED,"Real; author of ""The Artist's Way."" Based on established knowledge."
thinkers,جون سي. غيبز,John C. Gibbs,thk-jcgibbs,1979,br-aggression-treatment,VERIFIED,"Real; Ohio State moral development researcher, co-developer of Aggression Replacement Training-related EQUIP program. Based on established knowledge."
thinkers,جون تشارلز,John Charles,thk-jchales,2000,CBCT (العلاج الزوجي المعرفي-السلوكي),UNCERTAIN,"No confident independent knowledge of a ""John Charles"" tied to Cognitive-Behavioral Couple Therapy (CBCT)."
thinkers,جودي تشامبرلين,Judi Chamberlin,thk-jchamberlin,1975-2010,br-peer-support,VERIFIED,"Real; psychiatric survivor movement and peer support pioneer, author of ""On Our Own."" Based on established knowledge."
thinkers,جون هـ. مَكغْرِي,John H. McGrew,thk-jcmcgrew,1990,br-psychiatric-rehabilitation,VERIFIED,Real; psychiatric rehabilitation/ACT fidelity researcher (IUPUI). Based on established knowledge.
thinkers,خورخي كولابينتو,Jorge Colapinto,thk-jcolapinto,1975,العلاج الأسري البنيوي,VERIFIED,Real; structural family therapist who worked closely with Salvador Minuchin. Based on established knowledge.
thinkers,جون كونستانتينو,John N. Constantino,thk-jconstantino,2000,بحوث التوحد ومقياس الاستجابة الاجتماعية (SRS) - وليس مؤسس DIR/Floortime تحديدًا,VERIFIED,"Real; Washington University autism researcher, developer of the Social Responsiveness Scale. Note: primarily known for autism assessment/genetics, not specifically as a DIR/Floortime founder."
thinkers,جوردان ديفيد,Jordan David,thk-jdavid,1990-2010,العلاج الاجتماعي (Social Therapy),UNCERTAIN,"No confident independent knowledge of a ""Jordan David"" tied to Social Therapy (associated instead with Fred Newman and Lois Holzman)."
thinkers,جوديث دِلوزييه,Judith DeLozier,thk-jdelozier,1975-2015,البرمجة اللغوية العصبية (NLP),VERIFIED,Real; co-developer of NLP alongside Richard Bandler and John Grinder. Based on established knowledge.
thinkers,جوان ديفيد,JoAnn Difede,thk-jdifede,1998,br-vr-therapy,VERIFIED,"Real; Weill Cornell researcher, pioneer of VR exposure therapy for PTSD. Based on established knowledge."
thinkers,جيفري زايغ,Jeffrey K. Zeig,thk-jeffrey-zeig,1980,التنويم الإريكسوني,VERIFIED,Real; founder and director of the Milton H. Erickson Foundation. Based on established knowledge.
thinkers,جينا براون,Jenna Brown,thk-jenna-brown,2014,br-discernment-counseling,UNCERTAIN,"No confident independent knowledge of a ""Jenna Brown"" tied to Discernment Counseling."
