category,title_ar,title_en,slug,active_period,school
thinkers,مين سونغ-كيل,Min Sung-Kil,thk-minsungkil,1977,علاج الهوابيونغ (Hwabyung)
thinkers,ماثيو جونسون,Matthew W. Johnson,thk-mjohnson,2008,العلاج بمساعدة psilocybin
thinkers,مارك كيرن,Marc Kern,thk-mkern,2010,علاج التبعية-السلطة (SAR)
thinkers,مايكل كير,Michael E. Kerr,thk-mkerr,1981-2020,العلاج الأسري السياقي متعدد الأجيال
thinkers,محمد خليفة,Muhammad Khalifa,thk-mkhalifa,2000,علم النفس الإيجابي الإسلامي
thinkers,ميليسا كينغ,Melissa King,thk-mking,2005,Ho'oponopono (هاواي)
thinkers,مايكل ميثوفير,Michael C. Mithoefer,thk-mmithoefer,2008,العلاج بمساعدة النفسانية
thinkers,مارغريت نومبورغ,Margaret Naumburg,thk-mnaumburg,1927-1983,العلاج بالفن
thinkers,مايكل نيكولز,Michael P. Nichols,thk-mnichols,1970,العلاج الأسري البنيوي
thinkers,يعقوب ليفي مورينو,Jacob Levy Moreno,thk-moreno,1917-1974,السيكودراما والسوسيومتري (Moreno)
thinkers,مارتن أورن,Martin T. Orne,thk-morne,1960-2000,التنويم العلاجي السريري
thinkers,مالكولم بارلِت,Malcolm Parlett,thk-mparlett,1975,الجشطالت الجسدي (Naranjo)
thinkers,مرييام بولستر,Miriam Polster,thk-mpolster,1965-2020,علاج الجشطالت (Gestalt Therapy)
thinkers,مويبِنغ ديزموند ماغوناو رَموسي,Mogobe B. Ramose,thk-mramose,1995,علم نفس الأوبونتو (Ubuntu)
thinkers,مارجوري راند,Marjorie L. Rand,thk-mrand,1975,IBP (العلاج التكاملي للجسد)
thinkers,ماتيو ريكار,Matthieu Ricard,thk-mricard,2003,العلاج النفسي التأملي
thinkers,إدموند رولز,Edmund T. Rolls,thk-mrolls,1974,br-affective-neuroscience-informed
thinkers,مارك روتشرِي,Mark Rothery,thk-mrothery,1992-2010,العلاج الاجتماعي (Social Therapy)
thinkers,ميليسا رولاند,Melisa D. Rowland,thk-mrowland,2000,العلاج متعدد الأجهزة (MST)
thinkers,مارغريت شوارز,Margaret Schwarz,thk-mschwarz,1980-2010,النظرية العامة للأنظمة
thinkers,مارا سيلفيني بالاتسولي,Mara Selvini Palazzoli,thk-mselvini,1966-1999,العلاج الأسري الميلاني
thinkers,ماريون سولومون,Marion F. Solomon,thk-msolomon,1980,br-interpersonal-neurobiology
thinkers,موشيه تالمون,Moshe Talmon,thk-mtalmon,1985-2010,br-single-session-therapy
thinkers,مارك توتون,Mark Totton,thk-mtotton,1995,العلاج العلائقي المجسد (ERT)
thinkers,ماتيو سيلفيني,Matteo Selvini,thk-mtselvini,1990,br-brief-strategic-therapy
thinkers,ماكس فان مانن,Max van Manen,thk-mvanmanen,1984,البحث الظاهراتي
thinkers,ميلتون فيدرمان,Milton Viederman,thk-mviederman,1970,التنويم التحليلي
thinkers,مارغريت ويذَرِيل,Margaret Wetherell,thk-mwetherell,1987,علم النفس الخطابي (Discursive Psychology)
thinkers,مونتروس وولف,Montrose M. Wolf,thk-mwolf,1960-2010,br-aba-autism
thinkers,مارك ووردن,Mark Worden,thk-mworden,1995,علاج إيماغو العلائقي (Imago)
thinkers,مون يوِن,Mon Mon Yuen,thk-myuen,1995,العلاج السردي (Narrative Therapy)
thinkers,نانسي هارنِس,Nancy Harness,thk-nancy-harness,1995,br-restorative-justice
thinkers,نورمان إبستين,Norman Epstein,thk-nbepstein,1982,CBCT (العلاج الزوجي المعرفي-السلوكي)
thinkers,نوربيرتو بوستوس,Norberto Bustos,thk-nbustos,1975-2010,السيكودراما والسوسيومتري
thinkers,نعوم تشومسكي,Noam Chomsky,thk-nchomsky,1957,علم النفس
thinkers,ناتالي غولدبرغ,Natalie Goldberg,thk-ngoldberg,1986,العلاج بالكتابة/الكتابة التعبيرية
thinkers,نيكول تول,Nicole Toole,thk-nicotole,2010,تقنيات الحرية الانفعالية (EFT)
thinkers,نانا إيوسيبا,Nana Iosepa,thk-niosepa,1970-2000,Ho'oponopono (هاواي)
thinkers,نيخيل خانا,Nikhil Khanna,thk-nkhanna,2012,علم النفس الإيجابي الشرقي
thinkers,ناثانئيل لِرمان,Nathaniel Lehrman,thk-nlehrman,1960-2010,العلاج بالتحويل (Conversion Therapy)
thinkers,نْيلسون مَغَنْي,N. Chabani Manganyi,thk-nmanganyi,1973,علم نفس الأوبونتو (Ubuntu)
thinkers,ناتالي روجرز,Natalie Rogers,thk-nrogers,1975-2015,الفنون التعبيرية التعددية
thinkers,نوبو واتانابي,Nobuo Watanabe,thk-nwatanabe,1990,علاج موريتا
thinkers,أولغا سيلفرشتاين,Olga Silverstein,thk-osilver,1970-2005,br-dynamic-couples-family-therapy
thinkers,بابارانغي ريد,Papaarangi Reid,thk-papaarangireid,1995,Kaupapa Māori Psychology
thinkers,بول أبلباوم,Paul S. Appelbaum,thk-pappelbaum,1977,br-therapeutic-risk-assessment
thinkers,بارك جونغ-إيك,Park Jong-Ik,thk-parkjongik,1990,علاج الهوابيونغ (Hwabyung)
thinkers,بات ديغان,Patricia E. Deegan,thk-patdeegan,1990,br-recovery-oriented
thinkers,باتريس دي ماركو,Patrice De Marco,thk-patrice-de-marco,2005,التنويم الذاتي
thinkers,بول ثورن,Paul Thorne,thk-paul-thorne,2010,إعادة الولادة
thinkers,بول جي. توماس,Paul G. Thomas,thk-paulgthomas,1990,السيبرنتيكا النفسية (Psycho-Cybernetics)
thinkers,بول هولمز,Paul Holmes,thk-paulholmes,1980,السيكودراما والسوسيومتري (Moreno)
thinkers,فيلس بوث,Phyllis B. Booth,thk-pbooth,1970,Theraplay (العلاج بالألعاب العلائقي)
thinkers,بولا كابلان,Paula J. Caplan,thk-pcaplan,1985,العلاج النفسي النسوي
thinkers,بيما تشُدرُن,Pema Chödrön,thk-pchodron,1984,العلاج النفسي التأملي
thinkers,باتريشا ديجان,Patricia Deegan,thk-pdeegan,1990,br-peer-support
thinkers,بيغ پيندر,Peg Pendry,thk-peg-pender,2010,فرق العكس العاكسة (Reflecting Teams)
thinkers,بيكا يوكينن,Pekka Jokinen,thk-pekkajokinen,1990,الحوار المفتوح
thinkers,بينيلوبي إيست,Penelope East,thk-penelopeeast,1980-2010,تقنية ألكسندر
thinkers,بيني لويس,Penny Lewis,thk-penny-lewis,1980,العلاج بالحركة والرقص
thinkers,بيتا ستاپلتون,Peta Stapleton,thk-peta-stapleton,2010,تقنيات الحرية الانفعالية (EFT)
thinkers,بيتر كلاف,Peter Clough,thk-peter-clough,2000,br-performance-psychology
thinkers,بيتر كيلرمان,Peter F. Kellermann,thk-peterkellermann,1979,السيكودراما والسوسيومتري (Moreno)
thinkers,بيتر سميث,Peter K. Smith,thk-petersmith,1990,علاج التنمر والعدوان
thinkers,بيتر فيشر,Peter Fisher,thk-pfisher,2000,العلاج متعدد الأجهزة (MST)
thinkers,بيتر فونيغي,Peter Fonagy,thk-pfonel,1990,DDP (العلاج التفاعلي النمائي الثنائي)
thinkers,بول فريك,Paul J. Frick,thk-pfrick,1990,br-aggression-treatment
thinkers,بيتر غَسَر,Peter Gasser,thk-pgasser,2010,العلاج بمساعدة MDMA (MAPS)
thinkers,بيتر غودفري,Peter A. Godfrey,thk-pgodfrey,1990,العلاج العلائقي المجسد (ERT)
thinkers,فيليب غيرين,Philip J. Guerin,thk-pguerin,1976-2014,العلاج الأسري بالأنساق (بوين)
thinkers,بي. كيت هَكْني,P. Cathy Hackney,thk-phackney,1990,Body-Mind Centering
thinkers,بول واطزلاويك,Paul Watzlawick,thk-phaley,1960-2007,العلاج الأسري الاستراتيجي (بالي ألتو/MRI)
thinkers,باتريشا هيل كولينز,Patricia Hill Collins,thk-phcollins,1986,br-intersectional-feminist
thinkers,فيليب كَننغهام,Philippe B. Cunningham,thk-philippe-cunningham,2000,br-mst
thinkers,مايكل بيبيتي,Michael Pīpīte,thk-pipitea,2005,Te Whare Tapa Whā (نموذج)
thinkers,باولو نيل,Paolo J. Knill,thk-pknill,1978,الفنون التعبيرية التعددية
thinkers,روني لانجفان,Roni L. Langevin,thk-plangevin,1983-2005,br-sotp
thinkers,بول نوردوف,Paul Nordoff,thk-pnordoff,1959-1977,العلاج بالموسيقى
thinkers,بات أوغدن,Pat Ogden (Hakomi context),thk-pogden-hakomi,1980,هاكومي (Hakomi)
thinkers,بات أوغدِن,Pat Ogden,thk-pogden,1981,IBP (العلاج التكاملي للجسد)
thinkers,باتريتسيا بالارو,Patrizia Pallaro,thk-ppallaro,1985,الحركة الأصيلة
thinkers,بيغي باب,Peggy Papp,thk-ppapp,1970,العلاج الأسري الاستراتيجي (MRI/Palo Alto)
thinkers,بيغي بِن,Peggy Penn,thk-ppenn,1985-2010,الأنظمة اللغوية التعاونية
thinkers,باتريسيا رِدجوِي,Patricia Ridgway,thk-pridgway,1985-2010,br-psychiatric-rehabilitation
thinkers,بيتر سليد,Peter Slade,thk-pslade,1954-2004,علاج الدراما
thinkers,بيار تيار دي شاردان,Pierre Teilhard de Chardin,thk-pteilhard,1920-1955,علم النفس التكاملي (Integral)
thinkers,ماركيز دي بويزيغور,Marquis de Puységur,thk-puysgur,1784-1825,الماسمرية
thinkers,راسل أكوف,Russell L. Ackoff,thk-rackoff,1953-2009,النظرية العامة للأنظمة
thinkers,رافائيل إيدث,Rafaeli Eyth,thk-rafaeli-eyth,2000,br-performance-psychology
thinkers,راندي ستابلر,Randy Stabler,thk-randystabler,2010,br-mst
thinkers,ريتشارد بَندلر,Richard Bandler,thk-rbandler,1975,NLP النظامي
thinkers,راسِل باركلي,Russell A. Barkley,thk-rbarkley,1977,br-pcit
thinkers,روبرت باور,Robert Bauer,thk-rbauer,1980-2010,السيكودراما والسوسيومتري
thinkers,رولاندو بنِنسون,Rolando Benenzon,thk-rbenenzon,1965-2021,العلاج بالموسيقى
thinkers,راندي بوروم,Randy Borum,thk-rborum,1996,br-therapeutic-risk-assessment
thinkers,راشيل كارسون,Rachel Carson,thk-rcarson,1962-1964,العلاج البيئي/الطبيعي
thinkers,شارون سيرماك,Sharon A. Cermak,thk-rcermak,1975,التكامل الحسي (Sensory Integration)
thinkers,روبرت ديلتس,Robert Dilts,thk-rdilts,1975,NLP النظامي
thinkers,روبرت دريك,Robert E. Drake,thk-rdrake,1980,br-case-management
thinkers,فيلهلم رايخ,Wilhelm Reich,thk-reich,1923-1957,PBSP (Pesso Boyden System Psychomotor)
thinkers,ريتشارد فيش,Richard Fisch,thk-rfisch,1960-2011,العلاج الأسري الاستراتيجي (MRI/Palo Alto)
thinkers,رويلا فرانك,Ruella Frank,thk-rfrank,1990,الجشطالت الجسدي (Naranjo)
thinkers,ر. كارل هانسون,R. Karl Hanson,thk-rhanson,1990,br-sotp
thinkers,رفة حسن,Riffat Hassan,thk-rhassan,1980-2020,علم النفس الإسلامي/العلاج النفسي الصوفي
thinkers,راندي هوتون,Randy Hooton,thk-rhooton,1970,العلاج البدائي
thinkers,ريك ليفي,Rick A. Levy,thk-rick-levy,2015,PCIT (العلاج التفاعلي بين الوالد والطفل)
thinkers,راماكريشنا نارايان,R. K. Narayan,thk-rk-narayan,1980,علم النفس الفيدي (المستند إلى الفيد)
thinkers,روبرت كلارك,Robert M. Clark,thk-rkeller,1980,br-interpersonal-neurobiology
thinkers,[مؤسِّسو AJA / BJAA / SAP / IGAP / GAP],Founders of UK Jungian associations,thk-rklenck,,مدرسة التحليل النفسي
thinkers,روبرت ليفنسون,Robert W. Levenson,thk-rlevenson,1976,طريقة غوتمان الزوجية
thinkers,ريزما ميناكم,Resmaa Menakem,thk-rmenakem,2015,العلاج المستنير عصبيًا/بولفاغال
thinkers,روبرت موشارك,Robert Mosak,thk-rmosak,1970,br-teacch
thinkers,رالف ميتزner,Ralph Metzner,thk-rmritchie,1964-2019,التنفس الهولوتروبي
