category,title_ar,title_en,slug,active_period,school,status,note
thinkers,كارل ليونهارد,Karl Leonhard,thk-kleonhard,1936-1988,مدرسة شولتز-هينكه الألمانية (Neo-Kraepelinian),VERIFIED,"Real German psychiatrist (1904-1988) known for classification of endogenous psychoses (cycloid psychoses, unipolar/bipolar distinction). School label is likely inaccurate: he is standardly associated with the Wernicke-Kleist-Leonhard school, not Schultz-Hencke — flagged for correction. NOTE: not independently re-searched this session (budget exhausted)."
thinkers,كاثرين ماكْلِين,Katherine A. MacLean,thk-kmaclean,2006-present,العلاج بمساعدة psilocybin,VERIFIED,"Real psilocybin researcher, formerly Johns Hopkins (Griffiths lab), now NYU; active_period corrected to reflect ongoing research career starting mid-2000s. NOTE: not independently re-searched this session (budget exhausted)."
thinkers,ماساتاكي موريتا,Masatake Morita,thk-kmorita,1919-1938,Constructive Living,VERIFIED,"Real founder of Morita Therapy (Shoma/Masatake Morita, 1874-1938), Japanese psychiatrist; Constructive Living is a later Western adaptation (David K. Reynolds) of Morita/Naikan principles rather than Morita's own label, so school tag is an approximation. NOTE: not independently re-searched this session (budget exhausted)."
thinkers,[مؤسِّسو SFJA / ISAP / NYAAP / JPA / IRSJA / PCSJA / CSJA / DSJA / GAJA / JAWA / NCSJA / NMSJA / OVAJA / PAJA / PNSJA / PSJA],Founders of US Jungian associations and institutes,thk-kmurah,,مدرسة التحليل النفسي,UNCERTAIN,"Could not verify this specific collective entry via search this session (budget exhausted before reaching it); while Jungian associations of this kind broadly exist in the US, the specific founder list is unconfirmed."
thinkers,كويتشي ناكامورا,Kōichi Nakamura,thk-knakamura,1980,Constructive Living,UNCERTAIN,"Constructive Living is primarily associated with David K. Reynolds; no 'Kōichi Nakamura' independently confirmed via search (not reached before budget exhausted)."
thinkers,[مؤسِّسو DGAP] DGAP founders (ألمانيا),DGAP founders (Deutsche Gesellschaft für Analytische Psychologie),thk-knoblauch,,مدرسة التحليل النفسي,UNCERTAIN,"DGAP (Deutsche Gesellschaft für Analytische Psychologie) is a plausible real German Jungian society name, but the founder collective was not independently confirmed via search this session (budget exhausted)."
thinkers,كن رِجباي,Ken Rigby,thk-krigby,1994,علاج التنمر والعدوان,UNCERTAIN,"Ken Rigby is a recognized Australian bullying-research scholar per general knowledge, but this was not independently confirmed via search this session (budget exhausted before reaching this entry)."
thinkers,جيدو كريشنامورتي,Jiddu Krishnamurti,thk-krishnamurti,1929-1986,علم النفس الأيورفيدي/الهندي التقليدي,VERIFIED,"Real, world-documented Indian philosopher/speaker (1895-1986). School/field label is likely mischaracterized: Krishnamurti was not an Ayurvedic/traditional-Indian-psychology figure but an independent philosophical teacher who broke from organized spiritual movements in 1929 — flagged for correction. NOTE: not independently re-searched this session (budget exhausted)."
thinkers,كريستين بَس,Kristin B. Buss,thk-kristin-buss,2010,PCIT (العلاج التفاعلي بين الوالد والطفل),UNCERTAIN,"PCIT was developed by Sheila Eyberg. A 'Kristin Buss' is a known developmental psychologist (Penn State, child temperament research) but her link to PCIT specifically is unconfirmed; not independently searched this session (budget exhausted)."
thinkers,شيرمان كيرتز,Sherman E. Kurtz,thk-kurtz-sherman,2012,br-recovery-oriented,UNCERTAIN,"No documented figure named 'Sherman E. Kurtz' found or independently searched this session (budget exhausted before reaching this entry)."
